key,role,period,wins,matches
113,3,20-25,106,323
113,3,30-35,36,100
113,3,35-40,80,171
113,3,40+,40,85
113,2,0-15,4494,9545
113,2,15-20,2814,6578
113,2,20-25,4167,8606
113,2,30-35,900,2096
113,2,35-40,2222,4491
113,2,40+,1116,303
235,4,0-15,2718,5970
235,4,15-20,2589,5579
235,4,20-25,1773,1449
235,4,30-35,573,4376
235,4,35-40,1513,3080
235,4,40+,813,238
235,1,0-15,34,84
235,1,15-20,56,72
235,1,20-25,24,161
235,1,30-35,17,11
235,1,35-40,36,138
235,1,40+,6,158
235,5,0-15,1936,1071
235,5,15-20,1332,4466
235,5,20-25,1982,3273
235,5,30-35,391,4087
235,5,35-40,1185,1260
235,5,40+,660,217
235,3,0-15,11023,16568
235,3,15-20,1917,5493
235,3,20-25,6773,23087
235,3,30-35,6749,13339
235,3,35-40,10771,24126
235,3,40+,3834,1232
235,2,0-15,227671,466978
235,2,15-20,253692,519399
235,2,20-25,177752,359079
235,2,30-35,52813,107841
235,2,35-40,124878,125312
235,2,40+,64688,250655
147,4,0-15,531,1139
147,4,15-20,322,838
147,4,20-25,159,235
147,4,30-35,501,53
147,4,35-40,16,311
147,4,40+,271,1014
147,1,0-15,23,50
147,1,15-20,38,96
147,1,20-25,31,104
147,1,30-35,22,110
147,1,35-40,13,12
147,1,40+,4,48
147,5,0-15,3124,7240
147,5,15-20,18994,36318
147,5,20-25,20470,40108
147,5,30-35,12611,26230
147,5,35-40,10074,9661
147,5,40+,5079,19237
147,3,0-15,33147,61507
147,3,15-20,30316,30455
147,3,20-25,5135,56951
147,3,30-35,20392,10873
147,3,35-40,7580,38730
147,3,40+,15965,2019
147,2,0-15,161456,65622
147,2,15-20,170882,321785
147,2,20-25,91714,339272
147,2,30-35,110398,180027
147,2,35-40,31782,222918
147,2,40+,48982,95503
875,4,0-15,231286,429599
875,4,15-20,273515,548181
875,4,20-25,312017,604660
875,4,30-35,146526,296857
875,4,35-40,76029,138280
875,4,40+,11664,20377
875,1,0-15,3328,10761
875,1,15-20,3007,7714
875,1,20-25,5008,10898
875,1,30-35,4897,6113
875,1,35-40,1823,2569
875,1,40+,1089,3643
875,5,0-15,45377,100846
875,5,15-20,20971,80831
875,5,20-25,43714,82389
875,5,30-35,17023,30104
875,5,35-40,55337,40090
875,5,40+,2282,3799
875,3,0-15,1378,2885
875,3,15-20,1286,2638
875,3,20-25,1001,2136
875,3,30-35,691,1418
875,3,35-40,332,738
875,3,40+,50,128
875,2,0-15,17393,36000
875,2,15-20,12909,26736
875,2,20-25,4365,8871
875,2,30-35,15184,31566
875,2,35-40,8018,16130
875,2,40+,3714,7663
35,4,0-15,10518,21078
35,4,15-20,5767,20573
35,4,20-25,9682,13381
35,4,30-35,6955,13190
35,4,35-40,4455,8406
35,4,40+,1623,3884
35,1,0-15,142683,283206
35,1,15-20,140200,279815
35,1,20-25,207383,430777
35,1,30-35,222788,453450
35,1,35-40,48227,88347
35,1,40+,91689,175892
35,5,0-15,2460,5223
35,5,15-20,2706,3640
35,5,20-25,1145,2033
35,5,30-35,400,5154
35,5,35-40,1770,1064
35,5,40+,1473,3239
35,3,0-15,246,724
35,3,15-20,325,301
35,3,20-25,227,459
35,3,30-35,151,93
35,3,35-40,158,626
35,3,40+,53,722
35,2,0-15,41111,55402
35,2,15-20,27579,45133
35,2,20-25,24062,80091
35,2,30-35,8825,78245
35,2,35-40,41274,17873
35,2,40+,13770,25098
98,4,0-15,119848,227963
98,4,15-20,131265,257012
98,4,20-25,3860,179921
98,4,30-35,28534,7251
98,4,35-40,90305,54688
98,4,40+,62495,118210
98,1,0-15,2697,1517
98,1,15-20,1729,4624
98,1,20-25,1658,6315
98,1,30-35,2715,5883
98,1,35-40,877,3367
98,1,40+,576,243
98,5,0-15,1435,2952
98,5,15-20,485,955
98,5,20-25,2020,3982
98,5,30-35,1792,3478
98,5,35-40,502,997
98,5,40+,956,1798
98,3,0-15,162,158
98,3,15-20,222,363
98,3,20-25,215,428
98,3,30-35,50,494
98,3,35-40,124,30
98,3,40+,57,255
98,2,0-15,14433,28891
98,2,15-20,3397,7494
98,2,20-25,7788,15406
98,2,30-35,10883,23976
98,2,35-40,16044,33174
98,2,40+,3759,7274
102,4,0-15,26066,66807
102,4,15-20,14307,49431
102,4,20-25,29487,28726
102,4,30-35,34878,57470
102,4,35-40,8314,16337
102,4,40+,6539,2047
102,1,0-15,98512,181661
102,1,15-20,65459,161187
102,1,20-25,18037,122445
102,1,30-35,42605,36216
102,1,35-40,83442,84933
102,1,40+,20856,42307
102,5,0-15,770,4133
102,5,15-20,2346,5574
102,5,20-25,3018,2611
102,5,30-35,2682,1351
102,5,35-40,1230,5101
102,5,40+,110,1379
102,3,0-15,101,68
102,3,15-20,66,227
102,3,20-25,60,64
102,3,30-35,91,17
102,3,35-40,30,176
102,3,40+,6,124
102,2,0-15,170,404
102,2,15-20,123,252
102,2,20-25,174,430
102,2,30-35,125,327
102,2,35-40,4,140
102,2,40+,79,38
27,4,0-15,40666,122400
27,4,15-20,63768,24461
27,4,20-25,11687,79670
27,4,30-35,62353,115901
27,4,35-40,16528,62537
27,4,40+,33769,31839
27,1,0-15,3313,1815
27,1,15-20,3611,7278
27,1,20-25,2145,4171
27,1,30-35,713,7178
27,1,35-40,2087,339
27,1,40+,1138,5207
27,5,0-15,15789,28136
27,5,15-20,19068,26768
27,5,20-25,14782,34449
27,5,30-35,7308,13059
27,5,35-40,5402,10150
27,5,40+,636,1264
27,3,0-15,642,1276
27,3,15-20,630,460
27,3,20-25,424,1370
27,3,30-35,111,744
27,3,35-40,21,1092
27,3,40+,396,102
27,2,0-15,3767,8401
27,2,15-20,3532,7371
27,2,20-25,2580,6634
27,2,30-35,800,2335
27,2,35-40,1863,410
27,2,40+,147,3783
14,4,0-15,73879,138062
14,4,15-20,18462,126322
14,4,20-25,122332,233245
14,4,30-35,113467,227821
14,4,35-40,2773,36186
14,4,40+,61196,5809
14,1,0-15,6453,13303
14,1,15-20,4180,8005
14,1,20-25,6333,12523
14,1,30-35,1178,2311
14,1,35-40,2332,4726
14,1,40+,3854,8052
14,5,0-15,9639,19499
14,5,15-20,8102,15060
14,5,20-25,4762,21841
14,5,30-35,2465,4549
14,5,35-40,11433,9594
14,5,40+,343,4250
14,3,0-15,1441,618
14,3,15-20,890,3036
14,3,20-25,428,1844
14,3,30-35,1344,852
14,3,35-40,280,2814
14,3,40+,747,1648
14,2,0-15,4557,9448
14,2,15-20,4434,9205
14,2,20-25,899,2722
14,2,30-35,2503,5209
14,2,35-40,2962,1894
14,2,40+,1324,6252
15,4,0-15,686,1515
15,4,15-20,684,1583
15,4,20-25,446,101
15,4,30-35,142,1222
15,4,35-40,200,440
15,4,40+,376,419
15,1,0-15,35,191
15,1,15-20,32,114
15,1,20-25,39,170
15,1,30-35,55,131
15,1,35-40,20,77
15,1,40+,6,40
15,5,0-15,2763,5313
15,5,15-20,1897,5990
15,5,20-25,2435,4422
15,5,30-35,571,1581
15,5,35-40,686,256
15,5,40+,84,1438
15,3,0-15,360599,167011
15,3,15-20,255414,705457
15,3,20-25,81558,499989
15,3,30-35,163105,631451
15,3,35-40,316797,324991
15,3,40+,76934,153488
15,2,0-15,239,535
15,2,15-20,580,1688
15,2,20-25,135,1050
15,2,30-35,591,1754
15,2,35-40,390,522
15,2,40+,353,915
72,4,0-15,2966,7012
72,4,15-20,718,5791
72,4,20-25,2314,1620
72,4,30-35,3418,5198
72,4,35-40,92,196
72,4,40+,1527,2801
72,1,0-15,13088,26842
72,1,15-20,19536,37066
72,1,20-25,10442,40691
72,1,30-35,20756,19310
72,1,35-40,3637,7984
72,1,40+,4893,9412
72,5,0-15,1113,2073
72,5,15-20,881,622
72,5,20-25,819,1704
72,5,30-35,312,1528
72,5,35-40,365,666
72,5,40+,159,261
72,3,0-15,22,4
72,3,15-20,4,29
72,3,20-25,13,45
72,3,30-35,14,47
72,3,35-40,8,40
72,3,40+,6,31
72,2,0-15,447,725
72,2,15-20,441,1030
72,2,20-25,133,910
72,2,30-35,288,236
72,2,35-40,249,235
72,2,40+,64,30
37,4,0-15,150,489
37,4,15-20,117,553
37,4,20-25,227,239
37,4,30-35,44,257
37,4,35-40,227,460
37,4,40+,64,48
37,1,0-15,16,101
37,1,15-20,22,14
37,1,20-25,4,69
37,1,30-35,13,42
37,1,35-40,29,65
37,1,40+,7,80
37,5,0-15,72,423
37,5,15-20,406,1003
37,5,20-25,389,930
37,5,30-35,121,899
37,5,35-40,265,96
37,5,40+,243,246
37,3,0-15,253,871
37,3,15-20,334,886
37,3,20-25,371,761
37,3,30-35,62,490
37,3,35-40,185,206
37,3,40+,100,395
37,2,0-15,68222,140656
37,2,15-20,18239,42611
37,2,20-25,103813,200772
37,2,30-35,92009,175970
37,2,35-40,47019,89027
37,2,40+,21238,41108
16,4,0-15,2376,4854
16,4,15-20,2006,4426
16,4,20-25,87,1530
16,4,30-35,583,5764
16,4,35-40,2671,311
16,4,40+,1238,2509
16,1,0-15,80,497
16,1,15-20,45,405
16,1,20-25,58,296
16,1,30-35,88,90
16,1,35-40,13,290
16,1,40+,32,153
16,5,0-15,524,4789
16,5,15-20,1667,3712
16,5,20-25,2255,1455
16,5,30-35,1953,4050
16,5,35-40,1016,299
16,5,40+,77,1991
16,3,0-15,648,1379
16,3,15-20,472,1437
16,3,20-25,657,1625
16,3,30-35,133,859
16,3,35-40,294,674
16,3,40+,175,368
16,2,0-15,192292,379754
16,2,15-20,138697,270486
16,2,20-25,6214,330003
16,2,30-35,167346,86084
16,2,35-40,44325,12182
16,2,40+,87316,171158
50,4,0-15,17487,24938
50,4,15-20,8264,34679
50,4,20-25,12621,16289
50,4,30-35,15874,30971
50,4,35-40,4087,8255
50,4,40+,4098,8110
50,1,0-15,52,264
50,1,15-20,82,201
50,1,20-25,111,16
50,1,30-35,37,74
50,1,35-40,56,268
50,1,40+,3,138
50,5,0-15,105689,195128
50,5,15-20,46504,42278
50,5,20-25,21006,171382
50,5,30-35,91855,88301
50,5,35-40,73286,137538
50,5,40+,21555,41984
50,3,0-15,14620,27693
50,3,15-20,3420,25077
50,3,20-25,13051,6721
50,3,30-35,6662,12943
50,3,35-40,10789,19995
50,3,40+,3095,1059
50,2,0-15,175659,337882
50,2,15-20,128643,311452
50,2,20-25,154575,238121
50,2,30-35,44102,74377
50,2,35-40,41244,88117
50,2,40+,84183,171145
517,4,0-15,38728,80922
517,4,15-20,11122,68191
517,4,20-25,32586,22570
517,4,30-35,30303,34227
517,4,35-40,16493,63699
517,4,40+,7242,15215
517,1,0-15,5489,13079
517,1,15-20,4189,10072
517,1,20-25,2797,6172
517,1,30-35,5193,11964
517,1,35-40,1387,3405
517,1,40+,232,3187
517,5,0-15,389671,609082
517,5,15-20,293196,326526
517,5,20-25,326548,795183
517,5,30-35,105169,661937
517,5,35-40,69882,211340
517,5,40+,159753,143619
517,3,0-15,1273,2839
517,3,15-20,1299,1268
517,3,20-25,599,3199
517,3,30-35,1418,2761
517,3,35-40,74,193
517,3,40+,622,1364
517,2,0-15,11372,24522
517,2,15-20,8818,19258
517,2,20-25,3193,20272
517,2,30-35,9202,6910
517,2,35-40,4515,9744
517,2,40+,460,964
134,4,0-15,600,446
134,4,15-20,734,1618
134,4,20-25,759,1208
134,4,30-35,33,1574
134,4,35-40,418,67
134,4,40+,252,538
134,1,0-15,37,258
134,1,15-20,36,227
134,1,20-25,33,147
134,1,30-35,23,326
134,1,35-40,26,112
134,1,40+,4,75
134,5,0-15,63875,134511
134,5,15-20,14459,130018
134,5,20-25,43575,29399
134,5,30-35,60731,90170
134,5,35-40,34572,39435
134,5,40+,2250,73435
134,3,0-15,703,1493
134,3,15-20,2119,4437
134,3,20-25,1219,2626
134,3,30-35,1432,3196
134,3,35-40,2013,1064
134,3,40+,445,4375
134,2,0-15,2632,5698
134,2,15-20,1726,8976
134,2,20-25,5589,3445
134,2,30-35,4936,11375
134,2,35-40,4636,10320
134,2,40+,1414,3085
223,4,0-15,12353,23835
223,4,15-20,57629,117088
223,4,20-25,40425,80538
223,4,30-35,28528,58610
223,4,35-40,52838,107876
223,4,40+,1732,29606
223,1,0-15,86,310
223,1,15-20,429,53
223,1,20-25,256,900
223,1,30-35,278,1206
223,1,35-40,457,612
223,1,40+,10,1165
223,5,0-15,1954,3957
223,5,15-20,1391,2830
223,5,20-25,433,3454
223,5,30-35,1671,887
223,5,35-40,961,1948
223,5,40+,435,920
223,3,0-15,3209,6325
223,3,15-20,109,241
223,3,20-25,984,5501
223,3,30-35,2897,1834
223,3,35-40,3852,7439
223,3,40+,1586,3168
223,2,0-15,20644,31322
223,2,15-20,14766,43191
223,2,20-25,18388,20596
223,2,30-35,10022,38138
223,2,35-40,665,9844
223,2,40+,4732,1283
163,4,0-15,568,840
163,4,15-20,373,1238
163,4,20-25,602,1144
163,4,30-35,20,282
163,4,35-40,110,636
163,4,40+,306,47
163,1,0-15,25693,52577
163,1,15-20,32965,67548
163,1,20-25,27135,57452
163,1,30-35,9199,20687
163,1,35-40,13556,28782
163,1,40+,6389,13558
163,5,0-15,27809,57962
163,5,15-20,42084,83380
163,5,20-25,8045,19212
163,5,30-35,36631,73075
163,5,35-40,18715,37807
163,5,40+,1084,2718
163,3,0-15,1213,2499
163,3,15-20,255,625
163,3,20-25,1085,2237
163,3,30-35,826,1693
163,3,35-40,546,1194
163,3,40+,297,591
163,2,0-15,4083,7807
163,2,15-20,5538,10641
163,2,20-25,1437,2499
163,2,30-35,4565,2727
163,2,35-40,2367,9411
163,2,40+,1187,4872
91,4,0-15,937,1961
91,4,15-20,1680,997
91,4,20-25,1222,2862
91,4,30-35,1712,3553
91,4,35-40,508,1021
91,4,40+,381,3867
91,1,0-15,14171,102807
91,1,15-20,40635,86994
91,1,20-25,55897,31728
91,1,30-35,26993,115228
91,1,35-40,51130,53994
91,1,40+,13655,27463
91,5,0-15,75781,150766
91,5,15-20,59989,126811
91,5,20-25,80924,167142
91,5,30-35,21768,45032
91,5,35-40,40716,6233
91,5,40+,20474,80229
91,3,0-15,116,387
91,3,15-20,161,422
91,3,20-25,159,391
91,3,30-35,39,184
91,3,35-40,111,216
91,3,40+,6,31
91,2,0-15,213,676
91,2,15-20,329,725
91,2,20-25,7,837
91,2,30-35,202,259
91,2,35-40,304,62
91,2,40+,77,431
44,4,0-15,1756,4592
44,4,15-20,2783,5908
44,4,20-25,2448,4837
44,4,30-35,489,1511
44,4,35-40,1334,2457
44,4,40+,564,1093
44,1,0-15,1022,2116
44,1,15-20,4862,9349
44,1,20-25,3302,6629
44,1,30-35,4241,7988
44,1,35-40,2156,4026
44,1,40+,161,322
44,5,0-15,567,1024
44,5,15-20,752,1454
44,5,20-25,700,1481
44,5,30-35,218,606
44,5,35-40,242,423
44,5,40+,27,115
44,3,0-15,305,370
44,3,15-20,182,591
44,3,20-25,55,696
44,3,30-35,276,126
44,3,35-40,51,124
44,3,40+,132,516
44,2,0-15,30645,108168
44,2,15-20,74945,56354
44,2,20-25,53568,117024
44,2,30-35,62618,144024
44,2,35-40,16783,35332
44,2,40+,13103,24749
17,4,0-15,206857,406114
17,4,15-20,201357,395504
17,4,20-25,42543,269070
17,4,30-35,136948,85520
17,4,35-40,132022,254325
17,4,40+,89368,169091
17,1,0-15,8834,17144
17,1,15-20,12040,6588
17,1,20-25,12913,25869
17,1,30-35,6217,18822
17,1,35-40,2697,1106
17,1,40+,8396,26506
17,5,0-15,17394,32717
17,5,15-20,16548,31815
17,5,20-25,11559,21322
17,5,30-35,10703,6931
17,5,35-40,3283,14215
17,5,40+,7810,20918
17,3,0-15,3349,10021
17,3,15-20,2937,6893
17,3,20-25,4293,6598
17,3,30-35,941,9313
17,3,35-40,4823,2423
17,3,40+,2500,424
17,2,0-15,19269,38432
17,2,15-20,3704,1437
17,2,20-25,20717,8403
17,2,30-35,12351,40490
17,2,35-40,13434,25643
17,2,40+,9428,26581
412,4,0-15,727,755
412,4,15-20,1228,3167
412,4,20-25,228,2348
412,4,30-35,1078,2933
412,4,35-40,719,138
412,4,40+,467,1638
412,1,0-15,71,342
412,1,15-20,108,317
412,1,20-25,61,301
412,1,30-35,57,128
412,1,35-40,41,27
412,1,40+,12,156
412,5,0-15,222,844
412,5,15-20,361,1067
412,5,20-25,72,326
412,5,30-35,209,74
412,5,35-40,133,306
412,5,40+,340,901
412,3,0-15,671,1789
412,3,15-20,823,2236
412,3,20-25,383,381
412,3,30-35,308,892
412,3,35-40,491,2025
412,3,40+,137,694
412,2,0-15,168267,357191
412,2,15-20,239596,501778
412,2,20-25,213620,432161
412,2,30-35,56460,115674
412,2,35-40,8255,213772
412,2,40+,47065,16134
18,4,0-15,1626,3252
18,4,15-20,6103,12586
18,4,20-25,4824,10924
18,4,30-35,5020,9484
18,4,35-40,228,5946
18,4,40+,1437,492
18,1,0-15,33,92
18,1,15-20,713,2085
18,1,20-25,785,1895
18,1,30-35,550,482
18,1,35-40,287,1502
18,1,40+,498,611
18,5,0-15,38439,73679
18,5,15-20,31245,54989
18,5,20-25,30402,32411
18,5,30-35,10963,62664
18,5,35-40,7287,18295
18,5,40+,15550,15006
18,3,0-15,11347,20689
18,3,15-20,154970,654308
18,3,20-25,336952,318741
18,3,30-35,246808,141812
18,3,35-40,291198,462347
18,3,40+,77162,588752
18,2,0-15,801,1309
18,2,15-20,1114,526
18,2,20-25,768,2799
18,2,30-35,485,3286
18,2,35-40,1190,1730
18,2,40+,227,1098
48,4,0-15,48745,95800
48,4,15-20,42495,20254
48,4,20-25,33932,66386
48,4,30-35,9979,86106
48,4,35-40,21786,44946
48,4,40+,1494,21949
48,1,0-15,133637,254806
48,1,15-20,191618,365858
48,1,20-25,40550,79914
48,1,30-35,164330,325889
48,1,35-40,6059,172474
48,1,40+,85675,11661
48,5,0-15,1219,2487
48,5,15-20,524,2119
48,5,20-25,882,680
48,5,30-35,1016,1126
48,5,35-40,269,1919
48,5,40+,50,136
48,3,0-15,247,581
48,3,15-20,189,551
48,3,20-25,254,514
48,3,30-35,111,61
48,3,35-40,54,244
48,3,40+,64,272
48,2,0-15,935,2524
48,2,15-20,3460,7162
48,2,20-25,3747,8482
48,2,30-35,1684,3483
48,2,35-40,2818,6856
48,2,40+,118,1654
23,4,0-15,106022,219346
23,4,15-20,27661,50125
23,4,20-25,79633,199178
23,4,30-35,93568,155337
23,4,35-40,51371,109358
23,4,40+,4373,56786
23,1,0-15,6170,14244
23,1,15-20,8701,18654
23,1,20-25,5259,19693
23,1,30-35,2031,11238
23,1,35-40,3107,4534
23,1,40+,8538,813
23,5,0-15,9987,19486
23,5,15-20,7818,16136
23,5,20-25,455,8429
23,5,30-35,2985,14804
23,5,35-40,8093,800
23,5,40+,4126,5259
23,3,0-15,338,763
23,3,15-20,317,673
23,3,20-25,256,601
23,3,30-35,82,45
23,3,35-40,94,221
23,3,40+,190,214
23,2,0-15,166,417
23,2,15-20,196,497
23,2,20-25,116,43
23,2,30-35,136,457
23,2,35-40,38,185
23,2,40+,72,261
4,4,0-15,1621,1695
4,4,15-20,1084,2559
4,4,20-25,869,3541
4,4,30-35,1532,3155
4,4,35-40,316,895
4,4,40+,40,859
4,1,0-15,479,1450
4,1,15-20,537,1152
4,1,20-25,198,1367
4,1,30-35,320,408
4,1,35-40,326,755
4,1,40+,101,64
4,5,0-15,66062,65656
4,5,15-20,51813,133714
4,5,20-25,16263,156973
4,5,30-35,75095,116014
4,5,35-40,2257,38730
4,5,40+,32805,5375
4,3,0-15,1819,4269
4,3,15-20,1851,3069
4,3,20-25,1200,3920
4,3,30-35,364,1043
4,3,35-40,1111,174
4,3,40+,626,2277
4,2,0-15,2469,5160
4,2,15-20,2543,5764
4,2,20-25,1721,4109
4,2,30-35,529,1399
4,2,35-40,1322,2746
4,2,40+,697,1334
29,4,0-15,972,689
29,4,15-20,421,2165
29,4,20-25,1408,871
29,4,30-35,287,3047
29,4,35-40,1474,1617
29,4,40+,808,3182
29,1,0-15,15244,48287
29,1,15-20,21114,33573
29,1,20-25,21468,10711
29,1,30-35,5205,49829
29,1,35-40,12672,27346
29,1,40+,918,14801
29,5,0-15,1877,15725
29,5,15-20,7078,11116
29,5,20-25,7625,3466
29,5,30-35,5563,14365
29,5,35-40,4018,4085
29,5,40+,315,8038
29,3,0-15,217580,294553
29,3,15-20,146957,438898
29,3,20-25,114937,406571
29,3,30-35,46454,222176
29,3,35-40,206224,88759
29,3,40+,7215,113432
29,2,0-15,16125,31566
29,2,15-20,12027,34316
29,2,20-25,4331,16692
29,2,30-35,14479,23992
29,2,35-40,7780,8196
29,2,40+,681,1593
77,4,0-15,27480,237855
77,4,15-20,105970,174255
77,4,20-25,85127,58923
77,4,30-35,120576,203763
77,4,35-40,3801,8317
77,4,40+,53687,102576
77,1,0-15,184012,107848
77,1,15-20,261265,362182
77,1,20-25,285479,541385
77,1,30-35,52578,490063
77,1,35-40,136850,258170
77,1,40+,65368,125430
77,5,0-15,4554,8984
77,5,15-20,1148,6943
77,5,20-25,3336,2487
77,5,30-35,3923,7575
77,5,35-40,1967,3796
77,5,40+,877,1695
77,3,0-15,174,370
77,3,15-20,300,608
77,3,20-25,211,729
77,3,30-35,372,719
77,3,35-40,70,246
77,3,40+,114,41
77,2,0-15,1317,2354
77,2,15-20,851,3125
77,2,20-25,1245,812
77,2,30-35,238,2847
77,2,35-40,451,899
77,2,40+,741,150
6,4,0-15,28297,140497
6,4,15-20,75550,59069
6,4,20-25,113448,40527
6,4,30-35,99526,212669
6,4,35-40,54435,199007
6,4,40+,20830,112421
6,1,0-15,330,2835
6,1,15-20,1197,3667
6,1,20-25,530,3848
6,1,30-35,1649,874
6,1,35-40,1746,1150
6,1,40+,998,2118
6,5,0-15,4225,7190
6,5,15-20,1871,7820
6,5,20-25,876,1651
6,5,30-35,970,3980
6,5,35-40,3131,1976
6,5,40+,3620,5697
6,3,0-15,680,1442
6,3,15-20,735,1611
6,3,20-25,443,1080
6,3,30-35,251,868
6,3,35-40,147,347
6,3,40+,416,517
6,2,0-15,233,481
6,2,15-20,490,1692
6,2,20-25,711,1240
6,2,30-35,152,374
6,2,35-40,701,851
6,2,40+,387,1567
110,4,0-15,6623,13865
110,4,15-20,5991,10381
110,4,20-25,5045,12709
110,4,30-35,3293,6890
110,4,35-40,1804,3560
110,4,40+,242,497
110,1,0-15,54,85
110,1,15-20,107,240
110,1,20-25,110,116
110,1,30-35,72,316
110,1,35-40,62,305
110,1,40+,17,160
110,5,0-15,11673,122636
110,5,15-20,54455,110970
110,5,20-25,38934,25257
110,5,30-35,58572,83306
110,5,35-40,29278,57944
110,5,40+,1840,3757
110,3,0-15,60607,244317
110,3,15-20,110150,227676
110,3,20-25,84053,168955
110,3,30-35,119085,126008
110,3,35-40,28661,55648
110,3,40+,4120,66212
110,2,0-15,1827,4738
110,2,15-20,1597,3441
110,2,20-25,593,329
110,2,30-35,2521,1695
110,2,35-40,2534,6245
110,2,40+,910,5921
67,4,0-15,77763,145015
67,4,15-20,74324,37574
67,4,20-25,40177,161237
67,4,30-35,53010,115894
67,4,35-40,16376,76845
67,4,40+,19404,37412
67,1,0-15,856,2253
67,1,15-20,889,1886
67,1,20-25,637,661
67,1,30-35,284,1962
67,1,35-40,184,132
67,1,40+,521,1103
67,5,0-15,1262,3221
67,5,15-20,2830,10259
67,5,20-25,4130,5283
67,5,30-35,5238,9489
67,5,35-40,6127,12441
67,5,40+,1273,545
67,3,0-15,251809,517520
67,3,15-20,243323,356424
67,3,20-25,158166,464201
67,3,30-35,7591,107546
67,3,35-40,47004,15488
67,3,40+,130707,242418
67,2,0-15,340,1757
67,2,15-20,569,1949
67,2,20-25,106,503
67,2,30-35,696,955
67,2,35-40,468,970
67,2,40+,250,1696
45,4,0-15,5913,12052
45,4,15-20,1358,2648
45,4,20-25,6075,12488
45,4,30-35,3477,8383
45,4,35-40,4214,7098
45,4,40+,173,403
45,1,0-15,127,400
45,1,15-20,138,324
45,1,20-25,82,257
45,1,30-35,23,109
45,1,35-40,111,382
45,1,40+,66,162
45,5,0-15,65830,382012
45,5,15-20,126056,245855
45,5,20-25,194100,124850
45,5,30-35,189768,69262
45,5,35-40,113561,373354
45,5,40+,35184,218820
45,3,0-15,13063,38566
45,3,15-20,11545,38540
45,3,20-25,19561,7345
45,3,30-35,19297,24619
45,3,35-40,3886,22875
45,3,40+,572,1198
45,2,0-15,25523,53475
45,2,15-20,18253,38002
45,2,20-25,25601,54178
45,2,30-35,5860,1887
45,2,35-40,15446,18805
45,2,40+,9753,12069
161,4,0-15,1471,2880
161,4,15-20,1417,2882
161,4,20-25,332,639
161,4,30-35,1043,1946
161,4,35-40,807,1712
161,4,40+,502,103
161,1,0-15,17,68
161,1,15-20,20,66
161,1,20-25,19,67
161,1,30-35,19,30
161,1,35-40,20,9
161,1,40+,5,44
161,5,0-15,39672,78169
161,5,15-20,27230,50095
161,5,20-25,8217,14735
161,5,30-35,41409,78593
161,5,35-40,12908,26433
161,5,40+,1340,2448
161,3,0-15,2506,5159
161,3,15-20,1705,3420
161,3,20-25,1506,3173
161,3,30-35,2384,4938
161,3,35-40,973,2078
161,3,40+,520,1219
161,2,0-15,18650,105717
161,2,15-20,47724,33038
161,2,20-25,59411,98524
161,2,30-35,85747,164726
161,2,35-40,29098,160816
161,2,40+,82628,59301
711,4,0-15,2034,940
711,4,15-20,1476,4284
711,4,20-25,2195,4137
711,4,30-35,458,2940
711,4,35-40,67,2361
711,4,40+,1101,152
711,1,0-15,69,218
711,1,15-20,83,205
711,1,20-25,53,134
711,1,30-35,45,165
711,1,35-40,31,65
711,1,40+,16,13
711,5,0-15,182822,338229
711,5,15-20,255166,443744
711,5,20-25,225610,485496
711,5,30-35,57835,107235
711,5,35-40,8164,237518
711,5,40+,58627,15212
711,3,0-15,1193,2601
711,3,15-20,782,1838
711,3,20-25,1237,2609
711,3,30-35,258,1584
711,3,35-40,726,1005
711,3,40+,479,633
711,2,0-15,5461,11580
711,2,15-20,7246,14124
711,2,20-25,9512,20429
711,2,30-35,10040,19909
711,2,35-40,350,4420
711,2,40+,2210,695
254,4,0-15,442,1155
254,4,15-20,2289,4656
254,4,20-25,1317,5096
254,4,30-35,2305,2560
254,4,35-40,1479,3637
254,4,40+,707,1343
254,1,0-15,114894,231152
254,1,15-20,85666,167081
254,1,20-25,161060,312512
254,1,30-35,174594,339878
254,1,35-40,33483,71488
254,1,40+,42234,82527
254,5,0-15,3522,1765
254,5,15-20,3729,6682
254,5,20-25,2598,7487
254,5,30-35,802,5361
254,5,35-40,1946,3670
254,5,40+,920,282
254,3,0-15,97,256
254,3,15-20,168,104
254,3,20-25,130,376
254,3,30-35,153,360
254,3,35-40,62,251
254,3,40+,36,18
254,2,0-15,923,2204
254,2,15-20,1311,2678
254,2,20-25,258,699
254,2,30-35,1320,2964
254,2,35-40,729,1501
254,2,40+,387,773
234,4,0-15,1522,3506
234,4,15-20,6639,13536
234,4,20-25,4874,10879
234,4,30-35,7244,15395
234,4,35-40,3557,7122
234,4,40+,226,515
234,1,0-15,59572,122164
234,1,15-20,259429,527899
234,1,20-25,231033,471716
234,1,30-35,183824,374677
234,1,35-40,122702,249893
234,1,40+,59848,17186
234,5,0-15,10601,16640
234,5,15-20,8252,20993
234,5,20-25,9221,17756
234,5,30-35,3012,5924
234,5,35-40,4603,9005
234,5,40+,2011,3941
234,3,0-15,137,271
234,3,15-20,182,437
234,3,20-25,228,515
234,3,30-35,42,154
234,3,35-40,249,30
234,3,40+,77,485
234,2,0-15,370,1025
234,2,15-20,468,1214
234,2,20-25,113,370
234,2,30-35,511,1088
234,2,35-40,225,59
234,2,40+,149,513
112,4,0-15,7259,16033
112,4,15-20,9579,13914
112,4,20-25,8069,18049
