key,role,period,wins,matches
86,2,15-20,118,1692
86,2,20-25,406,131
86,2,30-35,250,1497
86,2,35-40,409,1656
86,2,40+,692,526
150,4,0-15,68632,142188
150,4,15-20,97160,201334
150,4,20-25,21098,176615
150,4,30-35,83604,45970
150,4,35-40,20784,91968
150,4,40+,43170,43847
150,1,0-15,142,165
150,1,15-20,31,375
150,1,20-25,107,49
150,1,30-35,77,349
150,1,35-40,126,382
150,1,40+,50,203
150,5,0-15,1188,2411
150,5,15-20,1596,3399
150,5,20-25,1438,806
150,5,30-35,682,2955
150,5,35-40,378,1551
150,5,40+,36,93
150,3,0-15,348,938
150,3,15-20,61,227
150,3,20-25,218,665
150,3,30-35,369,34
150,3,35-40,220,891
150,3,40+,135,508
150,2,0-15,277,183
150,2,15-20,51,624
150,2,20-25,264,757
150,2,30-35,192,30
150,2,35-40,183,568
150,2,40+,96,390
79,4,0-15,46079,97585
79,4,15-20,32919,69365
79,4,20-25,20524,43317
79,4,30-35,11095,85731
79,4,35-40,40833,23187
79,4,40+,1357,20369
79,1,0-15,18450,36989
79,1,15-20,6612,12687
79,1,20-25,23350,48958
79,1,30-35,25651,27009
79,1,35-40,939,53055
79,1,40+,12887,1868
79,5,0-15,4609,8918
79,5,15-20,14437,37835
79,5,20-25,20808,19529
79,5,30-35,9591,28458
79,5,35-40,18893,41614
79,5,40+,672,1288
79,3,0-15,227,577
79,3,15-20,11,51
79,3,20-25,141,421
79,3,30-35,147,555
79,3,35-40,54,192
79,3,40+,236,336
79,2,0-15,2367,17370
79,2,15-20,9288,4930
79,2,20-25,6742,14522
79,2,30-35,8348,20104
79,2,35-40,4139,8747
79,2,40+,363,694
104,4,0-15,11955,33821
104,4,15-20,16809,24204
104,4,20-25,3833,7991
104,4,30-35,14565,30425
104,4,35-40,7672,16085
104,4,40+,3974,7994
104,1,0-15,235167,131352
104,1,15-20,97641,475783
104,1,20-25,175426,195773
104,1,30-35,8545,362048
104,1,35-40,198041,17547
104,1,40+,61239,399330
104,5,0-15,7106,13609
104,5,15-20,9737,16616
104,5,20-25,4111,4443
104,5,30-35,2268,18939
104,5,35-40,8398,8371
104,5,40+,1972,3949
104,3,0-15,921,2209
104,3,15-20,1429,753
104,3,20-25,1325,2899
104,3,30-35,38,2981
104,3,35-40,294,100
104,3,40+,455,1624
104,2,0-15,231,676
104,2,15-20,126,788
104,2,20-25,290,230
104,2,30-35,318,699
104,2,35-40,180,304
104,2,40+,85,61
887,4,0-15,62377,135169
887,4,15-20,41392,119713
887,4,20-25,58402,30966
887,4,30-35,1929,61365
887,4,35-40,30997,96100
887,4,40+,12479,4353
887,1,0-15,4291,2310
887,1,15-20,4477,8888
887,1,20-25,754,7140
887,1,30-35,2671,10137
887,1,35-40,2255,4474
887,1,40+,1067,2091
887,5,0-15,1934,5818
887,5,15-20,3034,4586
887,5,20-25,2798,3041
887,5,30-35,89,6535
887,5,35-40,555,1388
887,5,40+,1568,238
887,3,0-15,81,176
887,3,15-20,125,293
887,3,20-25,101,290
887,3,30-35,127,254
887,3,35-40,20,86
887,3,40+,6,19
887,2,0-15,87,233
887,2,15-20,42,85
887,2,20-25,69,162
887,2,30-35,59,192
887,2,35-40,19,61
887,2,40+,30,113
120,4,0-15,2898,8251
120,4,15-20,4162,10065
120,4,20-25,929,3080
120,4,30-35,135,3789
120,4,35-40,1874,8216
120,4,40+,3856,492
120,1,0-15,276943,566351
120,1,15-20,62455,130989
120,1,20-25,195716,409045
120,1,30-35,235089,18071
120,1,35-40,114186,474706
120,1,40+,49584,231874
120,5,0-15,242,628
120,5,15-20,265,567
120,5,20-25,170,555
120,5,30-35,137,266
120,5,35-40,49,51
120,5,40+,70,196
120,3,0-15,33,86
120,3,15-20,11,93
120,3,20-25,19,100
120,3,30-35,39,19
120,3,35-40,8,24
120,3,40+,19,40
120,2,0-15,103,249
120,2,15-20,62,49
120,2,20-25,92,308
120,2,30-35,67,323
120,2,35-40,36,152
120,2,40+,4,156
74,4,0-15,34638,66412
74,4,15-20,32048,63824
74,4,20-25,25549,47654
74,4,30-35,8639,16017
74,4,35-40,10898,21716
74,4,40+,1281,2240
74,1,0-15,263,877
74,1,15-20,356,1106
74,1,20-25,466,1086
74,1,30-35,304,73
74,1,35-40,73,320
74,1,40+,165,371
74,5,0-15,45164,123441
74,5,15-20,67917,81274
74,5,20-25,13273,24353
74,5,30-35,63387,120099
74,5,35-40,36235,70294
74,5,40+,21638,3768
74,3,0-15,8995,16424
74,3,15-20,8332,11580
74,3,20-25,2064,15955
74,3,30-35,6443,3859
74,3,35-40,297,9345
74,3,40+,4746,611
74,2,0-15,22743,44731
74,2,15-20,20647,36968
74,2,20-25,11629,23259
74,2,30-35,6218,13322
74,2,35-40,7418,12251
74,2,40+,26526,49068
420,4,0-15,36833,204325
420,4,15-20,114679,265302
420,4,20-25,128558,65548
420,4,30-35,149943,284342
420,4,35-40,70267,151308
420,4,40+,5044,9163
420,1,0-15,119,161
420,1,15-20,77,329
420,1,20-25,111,323
420,1,30-35,80,361
420,1,35-40,51,132
420,1,40+,28,33
420,5,0-15,6160,12349
420,5,15-20,6114,10614
420,5,20-25,2069,3566
420,5,30-35,7376,13535
420,5,35-40,3258,6933
420,5,40+,1873,3825
420,3,0-15,165,538
420,3,15-20,212,450
420,3,20-25,103,21
420,3,30-35,231,205
420,3,35-40,44,504
420,3,40+,162,346
420,2,0-15,155,1264
420,2,15-20,674,67
420,2,20-25,492,1658
420,2,30-35,424,408
420,2,35-40,719,1706
420,2,40+,246,500
39,4,0-15,127180,214222
39,4,15-20,107419,295608
39,4,20-25,147446,130998
39,4,30-35,36569,256421
39,4,35-40,63908,73729
39,4,40+,29355,60426
39,1,0-15,279,92
39,1,15-20,293,873
39,1,20-25,54,776
39,1,30-35,204,799
39,1,35-40,186,383
39,1,40+,128,458
39,5,0-15,45406,90298
39,5,15-20,131884,353671
39,5,20-25,180027,261204
39,5,30-35,76115,152002
39,5,35-40,153839,302901
39,5,40+,6350,68599
39,3,0-15,1284,3888
39,3,15-20,1882,4402
39,3,20-25,1832,3466
39,3,30-35,67,1365
39,3,35-40,970,204
39,3,40+,470,2020
39,2,0-15,190,629
39,2,15-20,120,542
39,2,20-25,58,295
39,2,30-35,202,95
39,2,35-40,73,476
39,2,40+,116,278
427,4,0-15,988,2260
427,4,15-20,948,1930
427,4,20-25,738,1624
427,4,30-35,212,1024
427,4,35-40,510,530
427,4,40+,214,67
427,1,0-15,16195,34382
427,1,15-20,14328,30492
427,1,20-25,3668,7554
427,1,30-35,11515,24382
427,1,35-40,3569,7672
427,1,40+,7630,16060
427,5,0-15,364,2439
427,5,15-20,407,754
427,5,20-25,944,2069
427,5,30-35,1062,823
427,5,35-40,1247,1809
427,5,40+,32,81
427,3,0-15,48,235
427,3,15-20,83,101
427,3,20-25,50,187
427,3,30-35,15,207
427,3,35-40,76,81
427,3,40+,22,50
427,2,0-15,2741,6058
427,2,15-20,1380,2733
427,2,20-25,1884,5338
427,2,30-35,576,4517
427,2,35-40,2595,1504
427,2,40+,651,1262
40,4,0-15,450,957
40,4,15-20,527,883
40,4,20-25,358,1094
40,4,30-35,202,424
40,4,35-40,92,396
40,4,40+,95,97
40,1,0-15,19,127
40,1,15-20,23,169
40,1,20-25,30,104
40,1,30-35,16,36
40,1,35-40,10,94
40,1,40+,4,45
40,5,0-15,211,831
40,5,15-20,406,827
40,5,20-25,77,525
40,5,30-35,358,101
40,5,35-40,220,883
40,5,40+,11,443
40,3,0-15,189,455
40,3,15-20,194,579
40,3,20-25,128,443
40,3,30-35,110,260
40,3,35-40,88,570
40,3,40+,35,248
40,2,0-15,114819,220104
40,2,15-20,74477,319949
40,2,20-25,167380,142043
40,2,30-35,32820,66574
40,2,35-40,145544,278702
40,2,40+,4776,10266
59,4,0-15,2719,5704
59,4,15-20,744,1614
59,4,20-25,2126,4763
59,4,30-35,3020,6607
59,4,35-40,1456,2950
59,4,40+,113,223
59,1,0-15,85099,173524
59,1,15-20,72002,140688
59,1,20-25,101092,202332
59,1,30-35,23453,44518
59,1,35-40,41916,86170
59,1,40+,18416,38396
59,5,0-15,1811,3551
59,5,15-20,2073,4045
59,5,20-25,2333,2126
59,5,30-35,1067,4624
59,5,35-40,612,1176
59,5,40+,106,183
59,3,0-15,236,572
59,3,15-20,359,763
59,3,20-25,340,45
59,3,30-35,65,199
59,3,35-40,177,199
59,3,40+,15,731
59,2,0-15,5322,11078
59,2,15-20,1971,14577
59,2,20-25,303,3851
59,2,30-35,6814,562
59,2,35-40,5729,12043
59,2,40+,2698,5793
24,4,0-15,185815,376610
24,4,15-20,172598,183214
24,4,20-25,42383,341575
24,4,30-35,128626,89178
24,4,35-40,93900,268604
24,4,40+,46886,90550
24,1,0-15,9549,19892
24,1,15-20,43778,90706
24,1,20-25,43192,63290
24,1,30-35,30709,87286
24,1,35-40,25643,51046
24,1,40+,14659,3027
24,5,0-15,5101,10198
24,5,15-20,4730,2569
24,5,20-25,1206,7440
24,5,30-35,2547,9158
24,5,35-40,3623,4994
24,5,40+,180,399
24,3,0-15,505,1103
24,3,15-20,325,801
24,3,20-25,320,309
24,3,30-35,110,615
24,3,35-40,524,1047
24,3,40+,151,48
24,2,0-15,954,1660
24,2,15-20,230,2121
24,2,20-25,536,618
24,2,30-35,927,1087
24,2,35-40,321,1935
24,2,40+,668,616
126,4,0-15,53401,110291
126,4,15-20,14445,33626
126,4,20-25,62377,127498
126,4,30-35,45041,94434
126,4,35-40,26966,56036
126,4,40+,12713,26594
126,1,0-15,221,599
126,1,15-20,154,313
126,1,20-25,215,210
126,1,30-35,8,502
126,1,35-40,125,524
126,1,40+,78,37
126,5,0-15,17646,34405
126,5,15-20,12127,7907
126,5,20-25,15637,24104
126,5,30-35,3756,30840
126,5,35-40,8209,7852
126,5,40+,3768,16538
126,3,0-15,378,1056
126,3,15-20,580,1361
126,3,20-25,636,1380
126,3,30-35,374,358
126,3,35-40,240,55
126,3,40+,120,776
126,2,0-15,248,645
126,2,15-20,72,230
126,2,20-25,314,753
126,2,30-35,302,725
126,2,35-40,82,202
126,2,40+,172,43
202,4,0-15,1965,4041
202,4,15-20,2649,5427
202,4,20-25,846,1755
202,4,30-35,111,1275
202,4,35-40,1568,221
202,4,40+,2479,5249
202,1,0-15,353,767
202,1,15-20,409,1017
202,1,20-25,234,1017
202,1,30-35,234,252
202,1,35-40,63,48
202,1,40+,133,578
202,5,0-15,5604,15962
202,5,15-20,1760,11139
202,5,20-25,8011,3614
202,5,30-35,279,574
202,5,35-40,7697,15274
202,5,40+,4306,8801
202,3,0-15,332077,645040
202,3,15-20,498303,974905
202,3,20-25,482567,200791
202,3,30-35,271865,947566
202,3,35-40,144951,535714
202,3,40+,104563,286190
202,2,0-15,317,3994
202,2,15-20,1456,1521
202,2,20-25,1479,3601
202,2,30-35,976,3175
202,2,35-40,973,652
202,2,40+,608,2163
222,4,0-15,324,1218
222,4,15-20,538,1258
222,4,20-25,369,705
222,4,30-35,121,961
222,4,35-40,498,360
222,4,40+,183,378
222,1,0-15,80,303
222,1,15-20,109,253
222,1,20-25,107,287
222,1,30-35,63,116
222,1,35-40,19,22
222,1,40+,41,141
222,5,0-15,1102,2813
222,5,15-20,987,2418
222,5,20-25,1275,2193
222,5,30-35,394,1367
222,5,35-40,635,796
222,5,40+,308,761
222,3,0-15,196790,268716
222,3,15-20,60556,405415
222,3,20-25,244804,567653
222,3,30-35,8501,127544
222,3,35-40,66502,506278
222,3,40+,273746,18054
222,2,0-15,803,1034
222,2,15-20,375,2078
222,2,20-25,711,1978
222,2,30-35,435,488
222,2,35-40,116,789
222,2,40+,543,2248
145,4,0-15,1237,1953
145,4,15-20,396,2982
145,4,20-25,901,3798
145,4,30-35,1681,1034
145,4,35-40,1727,3491
145,4,40+,60,171
145,1,0-15,141,1610
145,1,15-20,649,476
145,1,20-25,23,1586
145,1,30-35,460,1323
145,1,35-40,681,802
145,1,40+,351,450
145,5,0-15,3035,7578
145,5,15-20,16051,31883
145,5,20-25,10449,24801
145,5,30-35,9136,34757
145,5,35-40,16373,17529
145,5,40+,496,1151
145,3,0-15,620679,1235770
145,3,15-20,148222,292325
145,3,20-25,447238,893120
145,3,30-35,541892,1072566
145,3,35-40,271029,542802
145,3,40+,121606,250091
145,2,0-15,387,3657
145,2,15-20,1732,1642
145,2,20-25,1714,853
145,2,30-35,1189,4414
145,2,35-40,1069,3950
145,2,40+,685,2318
429,4,0-15,15121,31875
429,4,15-20,5351,11640
429,4,20-25,5517,27883
429,4,30-35,13124,11535
429,4,35-40,11761,25241
429,4,40+,814,1664
429,1,0-15,35,336
429,1,15-20,114,151
429,1,20-25,83,330
429,1,30-35,85,246
429,1,35-40,57,39
429,1,40+,26,144
429,5,0-15,1323,2424
429,5,15-20,3188,5675
429,5,20-25,2379,6417
429,5,30-35,2886,5069
429,5,35-40,198,2333
429,5,40+,1088,353
429,3,0-15,32201,65715
429,3,15-20,41825,224154
429,3,20-25,82506,86395
429,3,30-35,106195,177409
429,3,35-40,87434,180659
429,3,40+,4486,37058
429,2,0-15,146,262
429,2,15-20,245,725
429,2,20-25,237,456
429,2,30-35,51,640
429,2,35-40,145,782
429,2,40+,88,324
43,4,0-15,8706,18407
43,4,15-20,7676,13248
43,4,20-25,2254,16345
43,4,30-35,6542,4358
43,4,35-40,3990,8481
43,4,40+,307,639
43,1,0-15,42,132
43,1,15-20,45,57
43,1,20-25,24,140
43,1,30-35,9,7
43,1,35-40,33,134
43,1,40+,22,79
43,5,0-15,7317,14297
43,5,15-20,2333,4441
43,5,20-25,4323,17387
43,5,30-35,9849,20215
43,5,35-40,8269,689
43,5,40+,342,9197
43,3,0-15,127,1465
43,3,15-20,362,586
43,3,20-25,556,1206
43,3,30-35,551,1319
43,3,35-40,180,436
43,3,40+,344,266
43,2,0-15,175888,88492
43,2,15-20,131956,358817
43,2,20-25,46891,258222
43,2,30-35,76035,317259
43,2,35-40,150429,161531
43,2,40+,35892,76618
30,4,0-15,4432,8920
30,4,15-20,6335,12308
30,4,20-25,5993,12952
30,4,30-35,1531,3011
30,4,35-40,3493,6948
30,4,40+,217,453
30,1,0-15,1906,3948
30,1,15-20,50629,105305
30,1,20-25,48158,101408
30,1,30-35,37441,73755
30,1,35-40,14418,57656
30,1,40+,27796,27355
30,5,0-15,10777,21707
30,5,15-20,2249,21393
30,5,20-25,7284,4610
30,5,30-35,10870,14301
30,5,35-40,6240,12197
30,5,40+,3727,7251
30,3,0-15,11040,20772
30,3,15-20,5561,13284
30,3,20-25,7359,10858
30,3,30-35,10257,19969
30,3,35-40,2289,6062
30,3,40+,372,4167
30,2,0-15,3100,8299
30,2,15-20,4073,5799
30,2,20-25,4255,1857
30,2,30-35,2376,8260
30,2,35-40,989,4890
30,2,40+,1522,2855
38,4,0-15,2528,5702
38,4,15-20,2499,5040
38,4,20-25,1856,4344
38,4,30-35,590,1359
38,4,35-40,1297,198
38,4,40+,606,2475
38,1,0-15,150,375
38,1,15-20,15,333
38,1,20-25,59,107
38,1,30-35,93,343
38,1,35-40,76,201
38,1,40+,67,19
38,5,0-15,93203,194594
38,5,15-20,21086,43951
38,5,20-25,64514,138275
38,5,30-35,2823,6142
38,5,35-40,85427,166171
38,5,40+,43044,80787
38,3,0-15,94,239
38,3,15-20,87,96
38,3,20-25,69,239
38,3,30-35,109,157
38,3,35-40,50,14
38,3,40+,21,239
38,2,0-15,109,268
38,2,15-20,93,242
38,2,20-25,37,302
38,2,30-35,78,77
38,2,35-40,59,49
38,2,40+,17,106
55,4,0-15,939,6575
55,4,15-20,2967,9536
55,4,20-25,2283,4716
55,4,30-35,4417,2072
55,4,35-40,4049,8723
55,4,40+,154,334
55,1,0-15,294,790
55,1,15-20,253,817
55,1,20-25,189,207
55,1,30-35,107,40
55,1,35-40,179,418
55,1,40+,49,627
55,5,0-15,252509,514232
55,5,15-20,286552,583509
55,5,20-25,69338,416164
55,5,30-35,211067,130924
55,5,35-40,131606,267725
55,5,40+,62981,128042
55,3,0-15,1607,3465
55,3,15-20,935,1982
55,3,20-25,1721,2802
55,3,30-35,443,3814
55,3,35-40,1256,886
55,3,40+,500,133
55,2,0-15,418,1386
55,2,15-20,647,907
55,2,20-25,496,1613
55,2,30-35,166,1736
55,2,35-40,666,501
55,2,40+,23,111
10,4,0-15,75084,164080
10,4,15-20,124531,117494
10,4,20-25,20755,257741
10,4,30-35,126109,232711
10,4,35-40,66282,46106
10,4,40+,29355,52633
10,1,0-15,356,351
10,1,15-20,430,1150
10,1,20-25,219,74
10,1,30-35,291,858
10,1,35-40,159,1045
10,1,40+,68,311
10,5,0-15,19288,34271
10,5,15-20,9330,39451
10,5,20-25,11835,16147
10,5,30-35,19049,25661
10,5,35-40,3775,6685
10,5,40+,3274,7156
10,3,0-15,522,1740
10,3,15-20,810,400
10,3,20-25,717,951
10,3,30-35,530,1317
10,3,35-40,124,1636
10,3,40+,284,59
10,2,0-15,223,807
10,2,15-20,741,1363
10,2,20-25,1179,2346
10,2,30-35,1147,2572
10,2,35-40,422,2908
10,2,40+,652,152
141,4,0-15,12577,23847
141,4,15-20,13845,20760
141,4,20-25,3103,27666
141,4,30-35,9292,5677
141,4,35-40,2977,6816
141,4,40+,385,893
141,1,0-15,453915,640477
141,1,15-20,306618,871403
141,1,20-25,89049,196201
141,1,30-35,470206,928884
141,1,35-40,252816,250892
141,1,40+,130117,483733
141,5,0-15,1498,3463
141,5,15-20,2177,4634
141,5,20-25,443,1109
141,5,30-35,2211,4140
141,5,35-40,1210,2301
141,5,40+,66,156
141,3,0-15,71,268
141,3,15-20,110,327
141,3,20-25,144,292
141,3,30-35,82,104
141,3,35-40,46,23
141,3,40+,14,189
141,2,0-15,290,726
141,2,15-20,272,238
141,2,20-25,43,574
141,2,30-35,184,610
141,2,35-40,188,385
141,2,40+,95,53
85,4,0-15,45266,95474
85,4,15-20,32512,22782
85,4,20-25,11128,68425
85,4,30-35,22569,86127
85,4,35-40,1450,45647
85,4,40+,41842,3006
85,1,0-15,39,165
85,1,15-20,41,48
85,1,20-25,36,147
85,1,30-35,52,25
85,1,35-40,11,157
85,1,40+,19,98
85,5,0-15,2612,4670
85,5,15-20,5628,10801
85,5,20-25,10349,20026
85,5,30-35,11303,21982
85,5,35-40,7714,14984
85,5,40+,392,757
85,3,0-15,371,890
85,3,15-20,86,1282
85,3,20-25,545,236
85,3,30-35,529,1171
85,3,35-40,194,387
85,3,40+,325,706
85,2,0-15,531,1079
85,2,15-20,1834,3785
85,2,20-25,2055,4247
85,2,30-35,1521,3142
85,2,35-40,961,1991
85,2,40+,66,132
121,4,0-15,1129,1341
121,4,15-20,1529,2528
121,4,20-25,1337,3102
121,4,30-35,299,2680
121,4,35-40,360,626
121,4,40+,682,874
121,1,0-15,78627,153966
121,1,15-20,152166,286064
121,1,20-25,103008,213977
121,1,30-35,32753,310548
121,1,35-40,144834,67303
121,1,40+,4842,9909
121,5,0-15,714,1511
121,5,15-20,611,1139
121,5,20-25,476,69
121,5,30-35,167,1279
121,5,35-40,386,382
121,5,40+,21,733
121,3,0-15,36,39
121,3,15-20,33,118
121,3,20-25,30,81
121,3,30-35,12,80
121,3,35-40,14,22
121,3,40+,1,56
121,2,0-15,85,203
121,2,15-20,142,363
121,2,20-25,32,360
121,2,30-35,155,313
121,2,35-40,92,122
121,2,40+,3,124
203,4,0-15,791,1553
203,4,15-20,617,1949
203,4,20-25,798,524
203,4,30-35,184,1756
203,4,35-40,463,559
203,4,40+,296,998
203,1,0-15,51407,93643
203,1,15-20,149837,255479
203,1,20-25,118453,308637
203,1,30-35,129933,249378
203,1,35-40,28170,58459
203,1,40+,6560,126197
203,5,0-15,1639,3512
203,5,15-20,1426,2608
203,5,20-25,1211,3081
203,5,30-35,869,1744
203,5,35-40,426,880
203,5,40+,391,875
203,3,0-15,1369,1489
203,3,15-20,2625,5937
203,3,20-25,1972,4410
203,3,30-35,2481,2834
203,3,35-40,730,5264
203,3,40+,122,1470
203,2,0-15,121,475
203,2,15-20,46,142
203,2,20-25,106,420
203,2,30-35,187,468
203,2,35-40,173,234
203,2,40+,11,46
240,4,0-15,38664,85880
240,4,15-20,49330,72283
240,4,20-25,41126,98810
240,4,30-35,13571,23627
240,4,35-40,20794,44008
240,4,40+,2175,19942
240,1,0-15,348,869
240,1,15-20,242,771
240,1,20-25,339,665
240,1,30-35,93,198
240,1,35-40,196,466
240,1,40+,107,225
240,5,0-15,4932,9092
240,5,15-20,2095,8756
240,5,20-25,5932,11014
240,5,30-35,1991,4362
240,5,35-40,887,3112
240,5,40+,4561,1806
240,3,0-15,65,335
240,3,15-20,43,137
240,3,20-25,161,375
240,3,30-35,148,418
240,3,35-40,197,91
240,3,40+,95,197
240,2,0-15,322,255
240,2,15-20,424,722
240,2,20-25,201,1022
240,2,30-35,115,441
240,2,35-40,383,900
240,2,40+,102,233
96,4,0-15,1155,2366
96,4,15-20,866,2236
96,4,20-25,1093,1673
96,4,30-35,610,1281
96,4,35-40,43,84
96,4,40+,233,502
96,1,0-15,114,302
96,1,15-20,117,295
96,1,20-25,69,19
96,1,30-35,76,232
96,1,35-40,5,67
96,1,40+,15,176
96,5,0-15,5110,10538
96,5,15-20,3640,6768
96,5,20-25,989,1951
96,5,30-35,5526,10817
96,5,35-40,2928,6128
96,5,40+,1601,3264
96,3,0-15,42225,82516
96,3,15-20,64649,118677
96,3,20-25,12855,126090
96,3,30-35,60806,24809
96,3,35-40,16469,64896
96,3,40+,32801,33032
96,2,0-15,1394,201
96,2,15-20,1395,717
96,2,20-25,934,2917
96,2,30-35,755,2811
96,2,35-40,461,1933
96,2,40+,327,985
7,4,0-15,999,3915
7,4,15-20,1662,1167
7,4,20-25,1428,3037
7,4,30-35,1814,3644
7,4,35-40,505,2104
7,4,40+,565,1090
7,1,0-15,69,19
7,1,15-20,71,81
7,1,20-25,36,87
7,1,30-35,70,196
7,1,35-40,26,207
7,1,40+,40,206
7,5,0-15,122855,288067
7,5,15-20,104426,260535
7,5,20-25,40402,216746
7,5,30-35,33081,138653
7,5,35-40,66414,77891
7,5,40+,133667,68388
7,3,0-15,424,1097
7,3,15-20,415,934
7,3,20-25,339,926
7,3,30-35,272,590
7,3,35-40,182,66
7,3,40+,99,373
7,2,0-15,2172,4486
7,2,15-20,8204,15749
7,2,20-25,9667,17228
7,2,30-35,4278,19867
7,2,35-40,3363,9091
7,2,40+,7963,6005
64,4,0-15,4766,10512
64,4,15-20,4085,9929
64,4,20-25,1545,3659
64,4,30-35,5429,12370
64,4,35-40,1147,2519
64,4,40+,2386,5298
64,1,0-15,217337,622118
64,1,15-20,281637,475249
64,1,20-25,123797,271174
64,1,30-35,81807,170401
64,1,35-40,242856,532973
64,1,40+,57709,22504
64,5,0-15,3489,7780
64,5,15-20,4468,8876
64,5,20-25,4140,10172
64,5,30-35,1320,2916
64,5,35-40,2228,4747
64,5,40+,1070,447
64,3,0-15,504,1337
64,3,15-20,175,524
64,3,20-25,742,1461
64,3,30-35,631,1709
64,3,35-40,36,89
64,3,40+,349,766
64,2,0-15,3193,8212
64,2,15-20,4244,2946
64,2,20-25,1207,10238
64,2,30-35,3839,2191
64,2,35-40,2050,8882
64,2,40+,990,4515
89,4,0-15,1051,1697
89,4,15-20,960,2163
89,4,20-25,591,2310
89,4,30-35,627,1303
89,4,35-40,175,543
89,4,40+,288,639
89,1,0-15,402,704
89,1,15-20,232,952
89,1,20-25,314,240
89,1,30-35,225,884
89,1,35-40,74,49
89,1,40+,10,511
89,5,0-15,257,598
89,5,15-20,50,234
89,5,20-25,314,740
89,5,30-35,10,46
89,5,35-40,219,608
89,5,40+,159,329
89,3,0-15,281,838
89,3,15-20,102,218
89,3,20-25,166,510
89,3,30-35,296,312
89,3,35-40,45,757
89,3,40+,14,666
89,2,0-15,243148,483293
89,2,15-20,53693,109203
89,2,20-25,167297,340958
89,2,30-35,112561,218388
89,2,35-40,219382,425077
89,2,40+,49756,15049
876,4,0-15,63596,29133
876,4,15-20,67997,122800
876,4,20-25,47877,128319
876,4,30-35,16221,89159
876,4,35-40,35138,69100
876,4,40+,2317,4275
876,1,0-15,116477,160348
876,1,15-20,124753,229746
876,1,20-25,83852,241605
876,1,30-35,63603,127573
876,1,35-40,25255,50236
876,1,40+,3834,67513
876,5,0-15,4277,11015
876,5,15-20,5919,7740
876,5,20-25,5570,10572
876,5,30-35,3157,2492
876,5,35-40,1351,5990
876,5,40+,1584,415
876,3,0-15,177,446
876,3,15-20,168,169
876,3,20-25,293,582
876,3,30-35,279,336
876,3,35-40,61,220
876,3,40+,114,593
876,2,0-15,911,1923
876,2,15-20,1013,740
876,2,20-25,595,3163
876,2,30-35,1517,2188
876,2,35-40,1540,3244
876,2,40+,333,1174
127,4,0-15,2679,5697
127,4,15-20,1825,1232
127,4,20-25,2490,3904
127,4,30-35,590,5119
127,4,35-40,590,1208
127,4,40+,1233,2677
127,1,0-15,15,93
127,1,15-20,34,37
127,1,20-25,3,121
127,1,30-35,28,10
127,1,35-40,26,76
127,1,40+,15,32
127,5,0-15,70844,145867
127,5,15-20,62724,99597
127,5,20-25,48493,128606
127,5,30-35,32551,4339
127,5,35-40,14845,30649
127,5,40+,2146,66242
127,3,0-15,159,375
127,3,15-20,188,498
127,3,20-25,302,664
127,3,30-35,283,160
127,3,35-40,90,653
127,3,40+,10,36
127,2,0-15,2506,5562
127,2,15-20,1805,3981
127,2,20-25,2399,5001
127,2,30-35,84,173
127,2,35-40,1206,2547
127,2,40+,594,1311
236,4,0-15,2544,5800
236,4,15-20,7129,894
236,4,20-25,8063,16029
236,4,30-35,9046,20069
236,4,35-40,4112,4276
236,4,40+,409,17426
236,1,0-15,169,582
236,1,15-20,135,313
236,1,20-25,64,486
236,1,30-35,198,206
236,1,35-40,6,480
236,1,40+,120,147
236,5,0-15,23160,37315
236,5,15-20,16874,13049
236,5,20-25,20335,49977
236,5,30-35,6020,43639
236,5,35-40,5123,22361
236,5,40+,10467,10712
236,3,0-15,225238,366258
236,3,15-20,244759,470928
236,3,20-25,61395,517038
236,3,30-35,119566,122054
236,3,35-40,175171,249465
236,3,40+,9185,17548
236,2,0-15,182,1919
236,2,15-20,469,959
236,2,20-25,482,1058
236,2,30-35,735,1872
236,2,35-40,796,2119
236,2,40+,37,530
117,4,0-15,1798,3465
117,4,15-20,1431,4169
117,4,20-25,1612,1138
117,4,30-35,488,3243
117,4,35-40,414,1805
117,4,40+,854,885
117,1,0-15,16,172
117,1,15-20,46,17
117,1,20-25,35,73
117,1,30-35,42,144
117,1,35-40,50,193
117,1,40+,11,31
117,5,0-15,1797,3975
117,5,15-20,655,4861
117,5,20-25,2189,1385
117,5,30-35,1798,3795
117,5,35-40,400,840
117,5,40+,910,1811
117,3,0-15,261,1155
117,3,15-20,452,387
117,3,20-25,96,1327
117,3,30-35,289,690
117,3,35-40,492,1122
117,3,40+,158,629
117,2,0-15,254947,512112
117,2,15-20,9499,612326
117,2,20-25,125143,18755
117,2,30-35,214529,248270
117,2,35-40,71015,440308
117,2,40+,297777,142306
99,4,0-15,1626,2169
99,4,15-20,1243,3526
99,4,20-25,1009,2694
99,4,30-35,401,3580
99,4,35-40,1643,195
99,4,40+,70,967
99,1,0-15,139,423
99,1,15-20,150,518
99,1,20-25,138,167
99,1,30-35,157,43
99,1,35-40,4,438
99,1,40+,83,193
99,5,0-15,116608,216731
99,5,15-20,167664,327746
99,5,20-25,92772,65207
99,5,30-35,160331,188850
99,5,35-40,35852,323207
99,5,40+,53164,107517
99,3,0-15,4379,14532
99,3,15-20,6669,9610
99,3,20-25,6801,14798
99,3,30-35,1501,10696
99,3,35-40,4626,4281
99,3,40+,2851,6034
99,2,0-15,420503,866651
99,2,15-20,337358,608573
