key,role,objective,secured,wins,matches
59,2,dragonSoul,False,42501,5096
59,2,airSoul,True,104101,1134
59,2,airSoul,False,7197,1037
59,2,waterSoul,True,97898,1088
59,2,waterSoul,False,8796,1003
59,2,fireSoul,True,98297,1116
59,2,fireSoul,False,8101,961
59,2,earthSoul,True,104302,1165
59,2,earthSoul,False,8499,1048
59,2,hextechSoul,True,108595,1212
59,2,hextechSoul,False,9905,1047
24,4,blue,True,32536762,642638
24,4,blue,False,31900169,651822
24,4,rift1,True,38569587,636042
24,4,rift1,False,25503677,650604
24,4,rift2,True,34030434,504304
24,4,rift2,False,16762356,512924
24,4,riftDouble,True,22135256,309238
24,4,riftDouble,False,9172881,319390
24,4,eliteDouble,True,24656804,323029
24,4,eliteDouble,False,8133704,339187
24,4,dragon1,True,42252960,635574
24,4,dragon1,False,21929253,653629
24,4,baron1,True,36662598,444449
24,4,baron1,False,8018373,440328
24,4,blood1,True,38556744,658977
24,4,blood1,False,25597754,629866
24,4,tower1,True,43380614,599097
24,4,tower1,False,20843244,691089
24,4,inhibitor1,True,50763127,558266
24,4,inhibitor1,False,5692654,579700
24,4,dragonSoul,True,16147102,177207
24,4,dragonSoul,False,1747750,178160
24,4,airSoul,True,3329656,35907
24,4,airSoul,False,312251,36224
24,4,waterSoul,True,3142557,34809
24,4,waterSoul,False,381700,35474
24,4,fireSoul,True,3165863,34805
24,4,fireSoul,False,339750,34633
24,4,earthSoul,True,3251169,35794
24,4,earthSoul,False,345652,35671
24,4,hextechSoul,True,3258276,35892
24,4,hextechSoul,False,368812,36158
24,1,blue,True,8433048,167256
24,1,blue,False,7991974,164749
24,1,rift1,True,9898762,164842
24,1,rift1,False,6435358,165221
24,1,rift2,True,8532652,129361
24,1,rift2,False,4188790,127707
24,1,riftDouble,True,5603516,79754
24,1,riftDouble,False,2277548,79164
24,1,eliteDouble,True,6187192,81016
24,1,eliteDouble,False,2142395,88712
24,1,dragon1,True,10542205,157912
24,1,dragon1,False,5839416,173071
24,1,baron1,True,8643235,104589
24,1,baron1,False,2094635,112736
24,1,blood1,True,9830977,169237
24,1,blood1,False,6515426,161233
24,1,tower1,True,11466076,161699
24,1,tower1,False,4911519,169246
24,1,inhibitor1,True,13116000,146123
24,1,inhibitor1,False,1459507,148626
24,1,dragonSoul,True,4428492,48885
24,1,dragonSoul,False,497978,50866
24,1,airSoul,True,929060,10126
24,1,airSoul,False,86178,10296
24,1,waterSoul,True,862119,9609
24,1,waterSoul,False,105574,10007
24,1,fireSoul,True,857556,9481
24,1,fireSoul,False,99391,9989
24,1,earthSoul,True,893252,9830
24,1,earthSoul,False,98697,10324
24,1,hextechSoul,True,886592,9839
24,1,hextechSoul,False,107932,10250
24,5,blue,True,873774,17026
24,5,blue,False,858671,17291
24,5,rift1,True,1065823,17370
24,5,rift1,False,655994,16726
24,5,rift2,True,890903,13226
24,5,rift2,False,436243,13069
24,5,riftDouble,True,593494,8274
24,5,riftDouble,False,226529,7904
24,5,eliteDouble,True,691907,9001
24,5,eliteDouble,False,206335,8769
24,5,dragon1,True,1147877,16993
24,5,dragon1,False,577969,17181
24,5,baron1,True,949084,11479
24,5,baron1,False,215561,11280
24,5,blood1,True,1024300,17426
24,5,blood1,False,699356,16715
24,5,tower1,True,1206791,16803
24,5,tower1,False,519355,17393
24,5,inhibitor1,True,1374287,15236
24,5,inhibitor1,False,153187,15152
24,5,dragonSoul,True,444305,4890
24,5,dragonSoul,False,48487,4609
24,5,airSoul,True,95603,1035
24,5,airSoul,False,6902,907
24,5,waterSoul,True,84404,949
24,5,waterSoul,False,10400,922
24,5,fireSoul,True,88095,963
24,5,fireSoul,False,9203,890
24,5,earthSoul,True,89501,996
24,5,earthSoul,False,9304,937
24,5,hextechSoul,True,86698,947
24,5,hextechSoul,False,12703,953
24,3,blue,True,87691,1883
24,3,blue,False,87692,1894
24,3,rift1,True,105495,1856
24,3,rift1,False,68300,1880
24,3,rift2,True,84602,1338
24,3,rift2,False,45900,1453
24,3,riftDouble,True,56402,852
24,3,riftDouble,False,24897,906
24,3,eliteDouble,True,66701,907
24,3,eliteDouble,False,26001,1063
24,3,dragon1,True,110305,1730
24,3,dragon1,False,64499,2027
24,3,baron1,True,92403,1149
24,3,baron1,False,23302,1203
24,3,blood1,True,100403,1869
24,3,blood1,False,73799,1886
24,3,tower1,True,114800,1672
24,3,tower1,False,59808,2089
24,3,inhibitor1,True,137792,1566
24,3,inhibitor1,False,17906,1796
24,3,dragonSoul,True,47402,531
24,3,dragonSoul,False,5799,543
24,3,airSoul,True,9500,99
24,3,airSoul,False,900,102
24,3,waterSoul,True,9100,103
24,3,waterSoul,False,1100,104
24,3,fireSoul,True,8300,98
24,3,fireSoul,False,700,104
24,3,earthSoul,True,10700,120
24,3,earthSoul,False,1599,122
24,3,hextechSoul,True,9800,111
24,3,hextechSoul,False,1500,111
24,2,blue,True,178391,3925
24,2,blue,False,166992,3810
24,2,rift1,True,218684,3863
24,2,rift1,False,124985,3821
24,2,rift2,True,178000,2843
24,2,rift2,False,88311,3013
24,2,riftDouble,True,123597,1812
24,2,riftDouble,False,44792,1832
24,2,eliteDouble,True,146805,2008
24,2,eliteDouble,False,36191,2054
24,2,dragon1,True,236505,3766
24,2,dragon1,False,107412,3923
24,2,baron1,True,183605,2276
24,2,baron1,False,37595,2503
24,2,blood1,True,205216,3856
24,2,blood1,False,138597,3835
24,2,tower1,True,246898,3661
24,2,tower1,False,97202,4040
24,2,inhibitor1,True,278610,3114
24,2,inhibitor1,False,27092,3676
24,2,dragonSoul,True,93804,1056
24,2,dragonSoul,False,9801,1070
24,2,airSoul,True,20099,220
24,2,airSoul,False,1100,199
24,2,waterSoul,True,17200,199
24,2,waterSoul,False,2101,202
24,2,fireSoul,True,20500,230
24,2,fireSoul,False,1901,210
24,2,earthSoul,True,18101,204
24,2,earthSoul,False,2300,230
24,2,hextechSoul,True,17901,203
24,2,hextechSoul,False,2400,229
126,4,blue,True,10401343,214682
126,4,blue,False,9997953,215056
126,4,rift1,True,11557793,194412
126,4,rift1,False,8724901,232540
126,4,rift2,True,10429033,156170
126,4,rift2,False,5636406,180944
126,4,riftDouble,True,6484146,90662
126,4,riftDouble,False,3278014,118511
126,4,eliteDouble,True,7410839,97691
126,4,eliteDouble,False,2634820,119819
126,4,dragon1,True,13571106,210470
126,4,dragon1,False,6736148,217085
126,4,baron1,True,11583074,141257
126,4,baron1,False,2440919,150674
126,4,blood1,True,11419585,199678
126,4,blood1,False,8907373,228570
126,4,tower1,True,14085427,199680
126,4,tower1,False,6259451,228614
126,4,inhibitor1,True,16233371,178232
126,4,inhibitor1,False,1611700,192327
126,4,dragonSoul,True,4651967,51420
126,4,dragonSoul,False,455052,55972
126,4,airSoul,True,959169,10461
126,4,airSoul,False,83158,11598
126,4,waterSoul,True,897259,10004
126,4,waterSoul,False,96400,11055
126,4,fireSoul,True,909727,10008
126,4,fireSoul,False,95734,10793
126,4,earthSoul,True,947457,10490
126,4,earthSoul,False,87447,11269
126,4,hextechSoul,True,938411,10457
126,4,hextechSoul,False,92420,11257
126,1,blue,True,41800,1100
126,1,blue,False,35702,1043
126,1,rift1,True,36603,739
126,1,rift1,False,40204,1383
126,1,rift2,True,30600,559
126,1,rift2,False,22699,945
126,1,riftDouble,True,16199,269
126,1,riftDouble,False,15598,702
126,1,eliteDouble,True,19101,254
126,1,eliteDouble,False,19898,988
126,1,dragon1,True,39703,644
126,1,dragon1,False,37206,1477
126,1,baron1,True,35498,465
126,1,baron1,False,9899,797
126,1,blood1,True,40296,924
126,1,blood1,False,34199,1143
126,1,tower1,True,53497,855
126,1,tower1,False,24005,1283
126,1,inhibitor1,True,59098,684
126,1,inhibitor1,False,7697,1154
126,1,dragonSoul,True,13200,152
126,1,dragonSoul,False,3999,383
126,1,airSoul,True,2700,29
126,1,airSoul,False,500,82
126,1,waterSoul,True,2600,32
126,1,waterSoul,False,1100,76
126,1,fireSoul,True,2700,30
126,1,fireSoul,False,800,65
126,1,earthSoul,True,2700,30
126,1,earthSoul,False,700,71
126,1,hextechSoul,True,2500,31
126,1,hextechSoul,False,900,89
126,5,blue,True,2839739,55703
126,5,blue,False,2740792,56026
126,5,rift1,True,3331675,54960
126,5,rift1,False,2220653,56148
126,5,rift2,True,3003049,44208
126,5,rift2,False,1442631,44375
126,5,riftDouble,True,1944328,27076
126,5,riftDouble,False,792371,27628
126,5,eliteDouble,True,2102561,27445
126,5,eliteDouble,False,696941,29382
126,5,dragon1,True,3643161,54246
126,5,dragon1,False,1915937,56988
126,5,baron1,True,3171710,38352
126,5,baron1,False,662544,38187
126,5,blood1,True,3132414,52841
126,5,blood1,False,2423149,58361
126,5,tower1,True,3988104,56361
126,5,tower1,False,1574570,54978
126,5,inhibitor1,True,4525744,50058
126,5,inhibitor1,False,434574,48286
126,5,dragonSoul,True,1380468,15185
126,5,dragonSoul,False,140728,15759
126,5,airSoul,True,286100,3099
126,5,airSoul,False,24307,3165
126,5,waterSoul,True,271106,2993
126,5,waterSoul,False,29998,3151
126,5,fireSoul,True,261088,2877
126,5,fireSoul,False,27195,3042
126,5,earthSoul,True,283316,3124
126,5,earthSoul,False,29297,3223
126,5,hextechSoul,True,278806,3092
126,5,hextechSoul,False,29905,3178
126,3,blue,True,107905,2488
126,3,blue,False,106611,2465
126,3,rift1,True,131195,2372
126,3,rift1,False,82291,2543
126,3,rift2,True,108108,1759
126,3,rift2,False,56795,1981
126,3,riftDouble,True,71500,1083
126,3,riftDouble,False,28297,1233
126,3,eliteDouble,True,80305,1104
126,3,eliteDouble,False,29205,1461
126,3,dragon1,True,134295,2189
126,3,dragon1,False,79492,2743
126,3,baron1,True,109494,1374
126,3,baron1,False,27493,1714
126,3,blood1,True,115299,2173
126,3,blood1,False,97696,2752
126,3,tower1,True,144706,2154
126,3,tower1,False,69389,2780
126,3,inhibitor1,True,171390,1941
126,3,inhibitor1,False,19599,2393
126,3,dragonSoul,True,59702,661
126,3,dragonSoul,False,4298,758
126,3,airSoul,True,11700,125
126,3,airSoul,False,600,170
126,3,waterSoul,True,12500,139
126,3,waterSoul,False,700,147
126,3,fireSoul,True,12100,133
126,3,fireSoul,False,800,132
126,3,earthSoul,True,12100,130
126,3,earthSoul,False,800,156
126,3,hextechSoul,True,11300,134
126,3,hextechSoul,False,1400,153
126,2,blue,True,74093,1919
126,2,blue,False,76006,1903
126,2,rift1,True,95601,1836
126,2,rift1,False,53807,1946
126,2,rift2,True,77902,1326
126,2,rift2,False,38893,1628
126,2,riftDouble,True,53003,849
126,2,riftDouble,False,19801,1034
126,2,eliteDouble,True,59597,829
126,2,eliteDouble,False,19098,1147
126,2,dragon1,True,94806,1622
126,2,dragon1,False,54100,2164
126,2,baron1,True,80402,1018
126,2,baron1,False,18506,1403
126,2,blood1,True,68705,1403
126,2,blood1,False,80808,2405
126,2,tower1,True,106901,1699
126,2,tower1,False,42499,2106
126,2,inhibitor1,True,118800,1352
126,2,inhibitor1,False,11905,1917
126,2,dragonSoul,True,34200,382
126,2,dragonSoul,False,3498,530
126,2,airSoul,True,7400,81
126,2,airSoul,False,400,103
126,2,waterSoul,True,6100,66
126,2,waterSoul,False,400,112
126,2,fireSoul,True,6500,70
126,2,fireSoul,False,1100,109
126,2,earthSoul,True,8200,90
126,2,earthSoul,False,500,101
126,2,hextechSoul,True,6000,75
126,2,hextechSoul,False,1100,105
202,4,blue,True,570806,11661
202,4,blue,False,518826,11184
202,4,rift1,True,631334,10616
202,4,rift1,False,449752,12048
202,4,rift2,True,524411,7936
202,4,rift2,False,292634,9185
202,4,riftDouble,True,336478,4768
202,4,riftDouble,False,164813,5920
202,4,eliteDouble,True,424206,5675
202,4,eliteDouble,False,138681,6261
202,4,dragon1,True,740954,11493
202,4,dragon1,False,343985,11245
202,4,baron1,True,540800,6656
202,4,baron1,False,136782,7693
202,4,blood1,True,676741,11946
202,4,blood1,False,408434,10788
202,4,tower1,True,765179,10928
202,4,tower1,False,320147,11831
202,4,inhibitor1,True,863930,9579
202,4,inhibitor1,False,98919,10557
202,4,dragonSoul,True,273999,3036
202,4,dragonSoul,False,32889,3510
202,4,airSoul,True,56298,619
202,4,airSoul,False,5498,704
202,4,waterSoul,True,57497,629
202,4,waterSoul,False,8302,669
202,4,fireSoul,True,52297,597
202,4,fireSoul,False,7004,725
202,4,earthSoul,True,53999,598
202,4,earthSoul,False,5901,679
202,4,hextechSoul,True,53898,593
202,4,hextechSoul,False,6201,733
202,1,blue,True,68809,1806
202,1,blue,False,60999,1712
202,1,rift1,True,58702,1116
202,1,rift1,False,69196,2356
202,1,rift2,True,42503,803
202,1,rift2,False,39503,1517
202,1,riftDouble,True,21099,351
202,1,riftDouble,False,28295,1202
202,1,eliteDouble,True,34802,471
202,1,eliteDouble,False,34002,1675
202,1,dragon1,True,70702,1150
202,1,dragon1,False,57911,2337
202,1,baron1,True,59999,753
202,1,baron1,False,19600,1407
202,1,blood1,True,74292,1577
202,1,blood1,False,54207,1900
202,1,tower1,True,85893,1398
202,1,tower1,False,43090,2104
202,1,inhibitor1,True,102198,1186
202,1,inhibitor1,False,14500,1918
202,1,dragonSoul,True,23801,261
202,1,dragonSoul,False,6403,699
202,1,airSoul,True,5200,57
202,1,airSoul,False,1200,137
202,1,waterSoul,True,5000,54
202,1,waterSoul,False,1900,155
202,1,fireSoul,True,3600,43
202,1,fireSoul,False,900,123
202,1,earthSoul,True,4700,49
202,1,earthSoul,False,1100,138
202,1,hextechSoul,True,5300,58
202,1,hextechSoul,False,1299,146
202,5,blue,True,1529993,29871
202,5,blue,False,1402643,29240
202,5,rift1,True,1755340,29086
202,5,rift1,False,1159471,29654
202,5,rift2,True,1476433,22202
202,5,rift2,False,777855,23324
202,5,riftDouble,True,970611,13715
202,5,riftDouble,False,424876,14491
202,5,eliteDouble,True,1161136,15363
202,5,eliteDouble,False,364753,15528
202,5,dragon1,True,1966885,29555
202,5,dragon1,False,955408,29343
202,5,baron1,True,1557724,18992
202,5,baron1,False,354362,19908
202,5,blood1,True,1798389,30964
202,5,blood1,False,1119369,27845
202,5,tower1,True,2109304,30120
202,5,tower1,False,813374,28792
202,5,inhibitor1,True,2362578,26213
202,5,inhibitor1,False,260171,26494
202,5,dragonSoul,True,771319,8555
202,5,dragonSoul,False,90207,9066
202,5,airSoul,True,156998,1730
202,5,airSoul,False,16699,1831
202,5,waterSoul,True,150995,1696
202,5,waterSoul,False,18494,1758
202,5,fireSoul,True,149993,1669
202,5,fireSoul,False,17095,1725
202,5,earthSoul,True,162896,1795
202,5,earthSoul,False,17305,1883
202,5,hextechSoul,True,150399,1665
202,5,hextechSoul,False,20596,1869
202,3,blue,True,90368619,1719015
202,3,blue,False,84430425,1703944
202,3,rift1,True,105569215,1714621
202,3,rift1,False,68213108,1689698
202,3,rift2,True,91660890,1352529
202,3,rift2,False,45546122,1337232
202,3,riftDouble,True,60637964,843248
202,3,riftDouble,False,24606515,825445
202,3,eliteDouble,True,69380607,906699
202,3,eliteDouble,False,20503392,844456
202,3,dragon1,True,117745432,1756084
202,3,dragon1,False,56394868,1654779
202,3,baron1,True,95147488,1146908
202,3,baron1,False,21890100,1192921
202,3,blood1,True,104434753,1758753
202,3,blood1,False,69548696,1648464
202,3,tower1,True,123123158,1721280
202,3,tower1,False,51042892,1690162
202,3,inhibitor1,True,138171149,1518865
202,3,inhibitor1,False,14468725,1488552
202,3,dragonSoul,True,47135596,516102
202,3,dragonSoul,False,4709213,503121
202,3,airSoul,True,9697671,105158
202,3,airSoul,False,822603,102697
202,3,waterSoul,True,9138562,100856
202,3,waterSoul,False,982583,98951
202,3,fireSoul,True,9226730,101248
202,3,fireSoul,False,933368,98146
202,3,earthSoul,True,9493901,103872
202,3,earthSoul,False,933569,101918
202,3,hextechSoul,True,9579380,104968
202,3,hextechSoul,False,1038428,101409
202,2,blue,True,298578,8129
202,2,blue,False,270989,7823
202,2,rift1,True,343730,7185
202,2,rift1,False,222631,8433
202,2,rift2,True,282210,5053
202,2,rift2,False,148380,6471
202,2,riftDouble,True,186212,3084
202,2,riftDouble,False,79719,4059
202,2,eliteDouble,True,213812,3110
202,2,eliteDouble,False,84890,5339
202,2,dragon1,True,353603,6140
202,2,dragon1,False,214126,9572
202,2,baron1,True,297004,3819
202,2,baron1,False,72582,5445
202,2,blood1,True,314904,6822
202,2,blood1,False,252035,9040
202,2,tower1,True,387981,6277
202,2,tower1,False,180061,9452
202,2,inhibitor1,True,451408,5221
202,2,inhibitor1,False,57124,8315
202,2,dragonSoul,True,150893,1740
202,2,dragonSoul,False,21312,2708
202,2,airSoul,True,32000,360
202,2,airSoul,False,3402,568
202,2,waterSoul,True,28800,337
202,2,waterSoul,False,5098,531
202,2,fireSoul,True,28899,338
202,2,fireSoul,False,3701,507
202,2,earthSoul,True,30801,361
202,2,earthSoul,False,5202,557
202,2,hextechSoul,True,30399,344
202,2,hextechSoul,False,3902,545
222,4,blue,True,102388,2408
222,4,blue,False,98889,2380
222,4,rift1,True,105308,1905
222,4,rift1,False,94496,2842
222,4,rift2,True,93896,1552
222,4,rift2,False,56490,1987
222,4,riftDouble,True,55499,849
222,4,riftDouble,False,34097,1394
222,4,eliteDouble,True,70705,995
222,4,eliteDouble,False,29902,1588
222,4,dragon1,True,136400,2246
222,4,dragon1,False,64511,2517
222,4,baron1,True,104200,1348
222,4,baron1,False,25102,1606
222,4,blood1,True,114603,2180
222,4,blood1,False,85590,2578
222,4,tower1,True,135494,2010
222,4,tower1,False,65388,2766
222,4,inhibitor1,True,164096,1866
222,4,inhibitor1,False,21110,2449
222,4,dragonSoul,True,53003,595
222,4,dragonSoul,False,6701,738
222,4,airSoul,True,9800,107
222,4,airSoul,False,1301,164
222,4,waterSoul,True,9900,111
222,4,waterSoul,False,1300,150
222,4,fireSoul,True,10500,121
222,4,fireSoul,False,1499,140
222,4,earthSoul,True,10900,121
222,4,earthSoul,False,999,144
222,4,hextechSoul,True,11900,135
222,4,hextechSoul,False,1600,140
222,1,blue,True,26400,701
222,1,blue,False,25798,650
222,1,rift1,True,27602,514
222,1,rift1,False,24401,828
222,1,rift2,True,22301,389
222,1,rift2,False,15602,577
222,1,riftDouble,True,14299,214
222,1,riftDouble,False,9898,418
222,1,eliteDouble,True,13900,193
222,1,eliteDouble,False,11497,586
222,1,dragon1,True,26699,428
222,1,dragon1,False,24797,908
222,1,baron1,True,24099,310
222,1,baron1,False,7099,464
222,1,blood1,True,28802,561
222,1,blood1,False,22697,766
222,1,tower1,True,34701,553
222,1,tower1,False,17196,791
222,1,inhibitor1,True,41199,478
222,1,inhibitor1,False,6401,712
222,1,dragonSoul,True,8400,98
222,1,dragonSoul,False,2101,275
222,1,airSoul,True,2000,23
222,1,airSoul,False,400,56
222,1,waterSoul,True,1500,17
222,1,waterSoul,False,600,53
222,1,fireSoul,True,1400,15
222,1,fireSoul,False,300,52
222,1,earthSoul,True,1600,20
222,1,earthSoul,False,300,70
222,1,hextechSoul,True,1900,23
222,1,hextechSoul,False,500,44
222,5,blue,True,225702,4989
222,5,blue,False,203694,4688
222,5,rift1,True,252578,4457
222,5,rift1,False,175288,5154
222,5,rift2,True,216412,3421
222,5,rift2,False,111983,3957
222,5,riftDouble,True,136592,2009
222,5,riftDouble,False,61001,2562
222,5,eliteDouble,True,160501,2166
222,5,eliteDouble,False,57099,2894
222,5,dragon1,True,279609,4420
222,5,dragon1,False,148722,5211
222,5,baron1,True,223012,2758
222,5,baron1,False,52497,3279
222,5,blood1,True,243021,4393
222,5,blood1,False,183499,5216
222,5,tower1,True,313492,4747
222,5,tower1,False,115411,4909
222,5,inhibitor1,True,351495,3969
222,5,inhibitor1,False,44208,4800
222,5,dragonSoul,True,102499,1139
222,5,dragonSoul,False,15794,1550
222,5,airSoul,True,22500,236
222,5,airSoul,False,3700,316
222,5,waterSoul,True,22001,241
222,5,waterSoul,False,3901,296
222,5,fireSoul,True,17200,205
222,5,fireSoul,False,2201,290
222,5,earthSoul,True,21300,241
222,5,earthSoul,False,2499,304
222,5,hextechSoul,True,19500,216
222,5,hextechSoul,False,3498,344
222,3,blue,True,53226394,1053988
222,3,blue,False,50619139,1051717
222,3,rift1,True,62302682,1038205
222,3,rift1,False,40969658,1055375
222,3,rift2,True,53694588,800456
222,3,rift2,False,27117960,835427
222,3,riftDouble,True,35117785,494060
222,3,riftDouble,False,14712948,516425
222,3,eliteDouble,True,39286625,516250
222,3,eliteDouble,False,13695826,569473
222,3,dragon1,True,66933839,1004108
222,3,dragon1,False,36580075,1094229
222,3,baron1,True,57780237,705153
222,3,baron1,False,13008311,720283
222,3,blood1,True,58070245,990115
222,3,blood1,False,45254377,1105113
222,3,tower1,True,72789965,1024201
222,3,tower1,False,30784121,1075240
222,3,inhibitor1,True,83633998,922807
222,3,inhibitor1,False,9169674,948260
222,3,dragonSoul,True,23339196,256983
222,3,dragonSoul,False,3040690,305597
222,3,airSoul,True,4808048,52165
222,3,airSoul,False,525290,62091
222,3,waterSoul,True,4545417,50348
222,3,waterSoul,False,656740,60141
222,3,fireSoul,True,4511421,49751
222,3,fireSoul,False,591046,59223
222,3,earthSoul,True,4753401,52356
222,3,earthSoul,False,616878,62248
222,3,hextechSoul,True,4722095,52363
222,3,hextechSoul,False,651125,61894
222,2,blue,True,152080,4754
222,2,blue,False,134495,4584
222,2,rift1,True,173486,4028
222,2,rift1,False,111425,5074
222,2,rift2,True,137409,2644
222,2,rift2,False,76517,3847
222,2,riftDouble,True,91201,1657
222,2,riftDouble,False,39190,2454
222,2,eliteDouble,True,99302,1536
222,2,eliteDouble,False,47290,3503
222,2,dragon1,True,164611,3054
222,2,dragon1,False,120682,6126
222,2,baron1,True,141909,1912
222,2,baron1,False,38502,2964
222,2,blood1,True,142102,3342
222,2,blood1,False,142224,5926
222,2,tower1,True,178012,3009
222,2,tower1,False,107884,6186
222,2,inhibitor1,True,223390,2610
222,2,inhibitor1,False,35120,5180
222,2,dragonSoul,True,73599,858
222,2,dragonSoul,False,13198,1592
222,2,airSoul,True,15899,186
222,2,airSoul,False,2401,334
222,2,waterSoul,True,14100,168
222,2,waterSoul,False,3602,344
222,2,fireSoul,True,13801,164
222,2,fireSoul,False,2500,298
222,2,earthSoul,True,15400,173
222,2,earthSoul,False,2299,309
222,2,hextechSoul,True,14400,167
222,2,hextechSoul,False,2401,307
145,4,blue,True,1005498,20512
145,4,blue,False,952802,20508
145,4,rift1,True,1108411,18720
145,4,rift1,False,839725,22069
145,4,rift2,True,939996,14095
145,4,rift2,False,562449,17381
145,4,riftDouble,True,591178,8376
145,4,riftDouble,False,323440,11254
145,4,eliteDouble,True,717425,9741
145,4,eliteDouble,False,265393,11469
145,4,dragon1,True,1299080,20349
145,4,dragon1,False,652861,20498
145,4,baron1,True,1182538,14540
145,4,baron1,False,257614,14891
145,4,blood1,True,1215458,21724
145,4,blood1,False,736203,19152
145,4,tower1,True,1267078,17960
145,4,tower1,False,685507,22942
145,4,inhibitor1,True,1569318,17198
145,4,inhibitor1,False,194215,19981
145,4,dragonSoul,True,491725,5463
145,4,dragonSoul,False,55192,5859
145,4,airSoul,True,92395,1032
145,4,airSoul,False,9901,1169
145,4,waterSoul,True,96604,1088
145,4,waterSoul,False,12903,1151
145,4,fireSoul,True,100102,1105
145,4,fireSoul,False,10897,1158
145,4,earthSoul,True,101797,1120
145,4,earthSoul,False,8799,1189
145,4,hextechSoul,True,100799,1118
145,4,hextechSoul,False,12695,1192
145,1,blue,True,144990,3390
145,1,blue,False,127199,3204
145,1,rift1,True,153608,2800
145,1,rift1,False,116183,3737
145,1,rift2,True,121391,2054
145,1,rift2,False,79806,2819
145,1,riftDouble,True,78598,1218
145,1,riftDouble,False,45504,1896
145,1,eliteDouble,True,80303,1041
145,1,eliteDouble,False,54504,2528
145,1,dragon1,True,143290,2225
145,1,dragon1,False,127006,4298
145,1,baron1,True,146908,1850
145,1,baron1,False,35997,2362
145,1,blood1,True,162612,3249
145,1,blood1,False,108302,3314
145,1,tower1,True,184188,2792
145,1,tower1,False,86997,3771
145,1,inhibitor1,True,209705,2365
145,1,inhibitor1,False,31785,3470
145,1,dragonSoul,True,47499,519
145,1,dragonSoul,False,10295,1113
145,1,airSoul,True,10600,114
145,1,airSoul,False,1801,233
145,1,waterSoul,True,8600,96
145,1,waterSoul,False,1699,204
145,1,fireSoul,True,9400,100
145,1,fireSoul,False,2200,200
145,1,earthSoul,True,9000,97
145,1,earthSoul,False,2401,243
145,1,hextechSoul,True,9900,112
145,1,hextechSoul,False,2200,233
145,5,blue,True,3029402,61989
145,5,blue,False,2764700,60063
145,5,rift1,True,3343298,56743
145,5,rift1,False,2424038,64641
145,5,rift2,True,2849608,43091
145,5,rift2,False,1656615,51834
145,5,riftDouble,True,1826727,25900
145,5,riftDouble,False,928050,33062
145,5,eliteDouble,True,2084572,27530
145,5,eliteDouble,False,817821,35542
145,5,dragon1,True,3705607,56652
145,5,dragon1,False,2067606,64917
145,5,baron1,True,3381018,40987
145,5,baron1,False,744553,42815
145,5,blood1,True,3475858,61848
145,5,blood1,False,2292157,59645
145,5,tower1,True,3773228,53204
145,5,tower1,False,2005065,68479
145,5,inhibitor1,True,4573081,50094
145,5,inhibitor1,False,599175,59442
145,5,dragonSoul,True,1402327,15246
145,5,dragonSoul,False,186170,18617
145,5,airSoul,True,288904,3080
145,5,airSoul,False,33101,3840
145,5,waterSoul,True,269900,2981
145,5,waterSoul,False,37386,3687
145,5,fireSoul,True,272886,2961
145,5,fireSoul,False,36985,3570
145,5,earthSoul,True,282499,3078
145,5,earthSoul,False,38508,3779
145,5,hextechSoul,True,288205,3146
145,5,hextechSoul,False,40216,3741
145,3,blue,True,121196226,2369891
145,3,blue,False,117224514,2383581
145,3,rift1,True,142825494,2347945
145,3,rift1,False,94175809,2378177
145,3,rift2,True,126263228,1863939
145,3,rift2,False,61707058,1887066
145,3,riftDouble,True,82347470,1147540
145,3,riftDouble,False,33821389,1172725
145,3,eliteDouble,True,91920233,1200630
145,3,eliteDouble,False,29160131,1221111
145,3,dragon1,True,157810765,2362083
145,3,dragon1,False,79572917,2371771
145,3,baron1,True,142713720,1749157
145,3,baron1,False,26260284,1575302
145,3,blood1,True,145483137,2478418
145,3,blood1,False,91987679,2256259
145,3,tower1,True,161372589,2226443
145,3,tower1,False,76195360,2511383
145,3,inhibitor1,True,186583487,2048792
145,3,inhibitor1,False,19279627,2097892
145,3,dragonSoul,True,56747186,627318
145,3,dragonSoul,False,5235224,596267
145,3,airSoul,True,11685608,127600
145,3,airSoul,False,956766,121726
145,3,waterSoul,True,11068079,123445
145,3,waterSoul,False,1106935,117136
145,3,fireSoul,True,11039965,122110
145,3,fireSoul,False,1032749,115520
145,3,earthSoul,True,11554083,127740
145,3,earthSoul,False,1045846,121047
145,3,hextechSoul,True,11395769,126423
145,3,hextechSoul,False,1093584,120838
145,2,blue,True,347925,9219
145,2,blue,False,328729,8945
145,2,rift1,True,412788,8067
145,2,rift1,False,259962,9664
145,2,rift2,True,335521,5711
145,2,rift2,False,177527,7246
145,2,riftDouble,True,223884,3490
145,2,riftDouble,False,93720,4619
145,2,eliteDouble,True,251796,3503
145,2,eliteDouble,False,94904,6111
145,2,dragon1,True,418889,6941
145,2,dragon1,False,254552,10869
145,2,baron1,True,353891,4503
145,2,baron1,False,82424,5854
145,2,blood1,True,376835,7757
145,2,blood1,False,295765,10309
145,2,tower1,True,433933,6544
145,2,tower1,False,240695,11375
145,2,inhibitor1,True,526798,5966
145,2,inhibitor1,False,63938,9213
145,2,dragonSoul,True,171204,1888
145,2,dragonSoul,False,20204,2734
145,2,airSoul,True,36002,401
145,2,airSoul,False,3101,571
145,2,waterSoul,True,34202,383
145,2,waterSoul,False,4001,540
