key,role,physicalDamage,magicDamage,trueDamage,damage,damageTaken,heal,kills,deaths,assists,maxSpree,gold,minions,jungleCS
10,5,5464,13076,1458,20000,23851,7276,6.07,5.66,6.25,2.97,12590,188.62,19.45
10,3,6146,9456,1367,16971,23060,6770,5.73,6.51,6.91,2.56,11849,162.77,18.09
10,2,2079,4932,527,7540,18164,8901,2.1,5.57,9.02,0.82,7999,43.41,5.41
141,4,20337,193,972,21504,32594,11480,6.08,7.1,5.45,2.64,11510,159.55,17.12
141,1,18622,556,1238,20418,36811,16508,7.6,6.54,7.85,3.42,12312,39.4,127.68
141,5,19793,693,1247,21734,30754,9502,7.66,7.42,6.3,3.2,11791,143.44,19.56
141,3,16653,809,827,18291,28655,7847,6.83,7.98,6.24,2.72,11019,123.48,23.77
141,2,13061,576,895,14534,27537,7747,4.85,8.08,7.22,1.82,9565,56.92,30.45
85,4,2413,18121,565,21102,21285,2755,5.14,5.74,6.11,2.44,11022,157.68,5.87
85,1,1891,13628,943,16464,25881,5377,4.91,7.12,6.95,2.05,9998,54.64,72.48
85,5,1910,20243,999,23154,21874,2595,7.06,5.92,7.08,3.33,11450,149.96,6.36
85,3,4001,14720,859,19582,21698,2922,6.54,6.69,7.33,2.87,11313,143.66,9.15
85,2,1304,16267,876,18449,19892,1753,4.71,7.08,9.46,1.98,9386,42.99,3.74
121,4,17867,1224,861,19953,24149,7116,5.89,5.77,5.24,2.83,11328,150.62,13.41
121,1,17671,1212,1436,20320,30203,11928,8.71,6.12,6.5,4.02,12757,29.55,125.48
121,5,18055,1324,1186,20567,24092,6072,7.87,6.2,5.62,3.59,11561,134.18,15.6
121,3,14752,1043,827,16623,22518,4969,7.27,6.84,5.76,3.1,10768,105.46,19.42
121,2,12915,1050,904,14872,22199,4621,5.32,7.03,7.19,2.23,9617,46.28,22.64
203,4,15262,2938,1827,20029,23872,7887,5.8,7.33,4.97,2.35,11370,143.7,21.31
203,1,14729,3230,2485,20446,26854,12195,8.08,6.83,6.77,3.54,12445,40.25,123.17
203,5,16562,3454,2126,22144,23975,7976,7.84,7.21,6.07,3.27,12027,139.71,21.34
203,3,15644,2995,1708,20350,22686,7994,8.02,7.21,6.66,3.32,12094,142.28,19.71
203,2,11085,2635,1372,15094,21549,6782,5.1,8.37,7.12,1.87,9814,50.47,24.05
240,4,19005,678,959,20643,37430,6677,6.31,6.02,7.19,3.03,11530,145.91,8.97
240,1,15451,406,1163,17021,39773,9750,6.0,6.48,8.66,2.74,10953,38.98,95.18
240,5,19414,384,1140,20940,35556,6352,7.7,5.93,7.76,3.76,11691,137.63,8.84
240,3,18706,511,904,20123,35431,5883,8.21,6.94,8.31,3.63,11564,124.63,9.02
240,2,14127,543,896,15568,32987,4320,5.18,7.03,10.63,2.25,9754,54.83,6.33
96,4,10636,13366,3187,27191,23394,2343,6.97,7.6,5.38,2.73,12451,169.23,15.86
96,1,8968,10739,4077,23786,27307,6502,7.56,7.74,6.91,2.91,12485,56.35,114.32
96,5,3751,22389,2583,28726,20090,2300,7.36,6.48,6.97,3.25,12457,177.65,11.51
96,3,11995,11733,3129,26860,22700,2848,8.16,7.02,7.26,3.36,12707,168.62,15.11
96,2,2575,18852,2726,24155,18180,1737,5.57,7.41,8.72,2.19,10258,61.16,7.03
7,4,4033,14448,988,19470,22472,3059,6.25,5.09,5.71,3.15,10843,140.16,6.2
7,1,1933,11892,974,14801,24905,5876,5.88,5.86,6.97,2.87,9837,32.99,74.55
7,5,1606,17569,936,20113,21265,2633,7.31,5.09,6.47,3.74,11044,137.47,5.29
7,3,2292,14989,851,18134,20534,2486,7.32,5.74,6.65,3.54,10697,118.94,6.54
7,2,1386,15186,856,17429,19530,2298,5.9,5.89,8.99,2.82,9651,32.69,3.4
64,4,14522,3529,740,18794,27910,6661,6.55,6.81,5.99,2.9,11314,144.05,14.29
64,1,12686,2566,755,16010,30454,11057,7.24,6.05,8.5,3.51,11422,30.51,114.16
64,5,16222,3342,1048,20615,26683,5693,8.84,7.32,6.47,3.76,11860,131.38,14.25
64,3,16135,3166,833,20135,25925,5637,9.44,7.63,7.18,3.83,11902,120.33,16.2
64,2,11121,2305,749,14176,23267,3504,5.69,7.73,9.12,2.28,9577,49.77,10.9
89,4,5608,6942,853,13405,27113,2936,3.49,6.57,8.55,1.44,9236,109.98,4.1
89,1,4192,5297,1168,10658,27762,5860,3.47,6.63,10.63,1.47,9276,24.2,80.61
89,5,4818,6508,1108,12437,24613,2228,3.84,6.8,9.19,1.62,8974,94.54,3.91
89,3,3061,4405,708,8176,20561,1619,2.64,6.24,9.49,1.0,7471,57.32,1.88
89,2,2380,4151,768,7300,21810,1915,1.91,6.46,13.48,0.67,7872,34.44,0.58
876,4,887,17748,5613,24250,27009,7507,6.01,6.0,6.51,2.88,11509,167.11,11.96
876,1,770,17503,5707,23982,34073,14247,7.51,6.11,8.7,3.57,12642,50.35,130.71
876,5,818,18412,5650,24883,26956,7060,7.17,6.38,7.42,3.33,11698,156.2,12.16
876,3,739,18424,5207,24372,26525,6666,7.39,7.01,7.95,3.26,11545,141.72,12.61
876,2,609,16058,4213,20882,23476,5511,5.32,7.22,9.17,2.24,10153,60.03,8.42
127,4,1409,16925,743,19078,22062,2497,4.43,6.14,7.66,2.0,10832,169.24,6.1
127,1,858,11672,881,13413,26978,6475,3.78,6.86,8.24,1.67,9463,45.7,82.79
127,5,1249,17584,1034,19869,21990,2366,5.46,6.23,8.83,2.49,11112,165.84,6.69
127,3,1108,16839,874,18822,22068,2526,5.58,7.49,9.04,2.29,10848,146.79,7.11
127,2,1022,12851,939,14814,20938,2101,3.51,7.56,11.39,1.35,9068,50.25,3.23
236,4,17504,1966,1106,20578,21198,2002,6.45,6.81,4.26,2.79,12206,180.38,16.11
236,1,14052,1789,1419,17262,25567,6206,6.75,6.89,5.36,2.88,11718,61.49,107.64
236,5,17901,2078,1360,21341,21385,2052,7.65,6.69,5.03,3.32,12504,176.93,15.48
236,3,17063,2527,978,20570,20774,2705,8.26,6.41,6.32,3.66,12570,174.45,14.36
236,2,9258,2959,672,12890,16081,1470,4.02,6.66,5.6,1.59,8713,67.19,8.17
117,4,4097,8715,802,13615,19203,1695,3.45,5.67,8.58,1.54,9642,130.62,5.55
117,1,3310,5514,1167,9994,22544,4575,3.39,6.6,8.59,1.41,9170,31.82,80.94
117,5,1968,9151,669,11790,17793,1498,3.31,5.28,10.73,1.57,9155,116.73,3.27
117,3,3356,5384,736,9477,16428,1592,3.15,5.79,9.11,1.3,8486,80.67,4.76
117,2,968,4412,458,5839,15116,1573,1.57,5.41,14.48,0.58,7832,16.46,0.57
99,4,1358,18266,825,20450,16405,1166,5.29,5.83,7.97,2.55,10587,143.98,5.04
99,1,1064,14436,944,16446,19341,3841,4.95,6.48,9.1,2.22,9900,49.91,70.26
99,5,1261,20315,980,22557,16253,1169,6.18,5.4,9.17,3.14,11176,156.58,5.07
99,3,1100,19168,795,21065,15824,1482,6.0,6.11,9.64,2.86,10595,126.41,4.47
99,2,929,17083,801,18816,14889,1050,4.26,6.4,11.71,1.93,9506,46.24,2.65
54,4,4130,13661,515,18307,22369,2190,4.49,5.13,8.13,2.26,10300,143.05,5.62
54,1,3463,12548,1084,17097,24568,5387,5.74,5.91,8.5,2.68,10900,36.62,106.75
54,5,3405,15219,973,19599,21033,1770,6.14,5.74,8.07,2.94,10617,133.66,6.49
54,3,2982,13114,800,16897,20648,1634,5.58,6.62,8.03,2.42,9948,105.69,6.83
54,2,2651,12096,964,15713,20358,1584,4.16,6.68,10.18,1.75,9069,47.14,3.74
90,4,641,19977,603,21222,17862,1251,4.34,5.75,6.54,1.98,11873,189.5,9.67
90,1,580,14459,981,16022,21165,3900,3.81,6.6,7.62,1.54,10611,63.28,95.23
90,5,630,20603,707,21942,18037,1266,4.98,5.69,7.83,2.32,11906,184.07,8.91
90,3,652,19357,667,20679,17714,1489,5.0,6.11,7.96,2.23,11802,175.2,9.65
90,2,687,16527,932,18148,17489,1115,3.83,7.15,9.41,1.51,9853,68.85,6.15
57,4,2470,15120,350,17942,33709,11441,3.41,5.17,8.92,1.68,10029,149.23,5.3
57,1,1806,13910,1149,16866,34476,15391,4.18,5.24,11.95,2.09,10467,32.39,108.18
57,5,2252,15393,670,18317,33045,10581,3.98,5.7,10.12,1.9,10054,137.3,6.18
57,3,1711,11877,733,14323,27670,7456,3.49,6.07,10.17,1.54,8967,105.77,4.61
57,2,1471,10742,876,13092,23351,5689,2.48,6.28,12.46,0.96,8162,38.74,2.02
11,4,13651,618,6988,21259,25817,3778,7.63,7.59,3.92,3.05,11835,139.5,17.96
11,1,13583,680,6767,21033,28971,7947,9.07,7.05,5.64,3.84,12858,38.53,123.06
11,5,14251,651,7230,22134,25124,3721,9.36,7.62,4.51,3.73,12174,131.06,16.65
11,3,14462,636,7081,22180,25258,3660,10.06,8.2,5.21,3.78,12259,121.48,19.44
11,2,10323,375,5243,15943,23588,3913,6.46,8.33,5.53,2.4,10117,57.58,27.74
21,4,14656,4570,1408,20636,20269,2148,5.38,6.81,5.89,2.3,11372,160.88,10.86
21,1,13045,1852,1507,16406,23384,4632,5.6,7.27,6.19,2.3,10527,70.7,73.02
21,5,15311,6173,1565,23050,20473,2178,6.43,6.58,7.1,2.79,11784,163.32,9.93
21,3,19231,1348,1854,22435,20196,2907,8.36,6.44,7.32,3.74,12736,174.21,13.63
21,2,7347,11179,1237,19765,17988,1436,3.67,7.05,10.42,1.47,9525,52.84,3.45
62,4,15214,2709,930,18854,26822,5711,6.25,5.78,5.7,3.02,11442,149.75,9.64
62,1,13430,2424,1062,16918,30775,10067,6.88,5.8,7.76,3.31,11581,35.08,112.02
62,5,15930,2925,1194,20050,26445,5167,7.81,6.29,6.25,3.57,11808,139.84,10.28
62,3,14466,2640,898,18005,25885,4834,7.79,6.65,6.67,3.42,11618,132.71,10.99
62,2,11048,2390,865,14305,23410,3628,5.03,6.95,8.25,2.11,9496,55.0,7.67
82,4,2764,18300,1943,23009,31244,8952,6.73,5.92,4.92,3.18,11668,157.25,11.7
82,1,2427,16910,2323,21663,36615,13280,7.68,5.96,6.53,3.61,12255,38.62,128.22
82,5,2616,17878,2187,22683,31154,8768,7.58,5.95,5.63,3.56,11684,148.31,12.45
82,3,2406,16581,1745,20734,30468,7812,7.6,6.96,6.2,3.26,11290,131.27,12.26
82,2,1970,12590,1372,15934,27906,5863,4.93,7.7,7.17,1.94,9301,58.67,9.8
25,4,1296,17121,773,19192,21238,4969,4.09,5.37,8.17,1.96,10463,149.52,8.88
25,1,1035,16295,1444,18776,28438,11592,5.28,5.77,10.82,2.55,11424,38.55,119.62
25,5,1085,18257,1043,20387,21234,4926,5.02,5.32,9.61,2.47,10765,148.78,8.45
25,3,959,16271,809,18041,20034,4338,4.68,6.17,10.05,2.09,9906,103.89,7.03
25,2,839,14264,812,15916,18810,3407,3.38,6.5,12.93,1.41,9185,37.11,4.03
267,4,2063,7673,532,10269,16800,6340,2.29,5.9,9.11,0.91,7628,71.01,2.34
267,1,1149,4482,426,6058,18361,7573,1.62,5.91,7.6,0.55,6769,21.41,47.85
267,5,1566,9763,730,12061,18110,7038,2.94,6.28,10.25,1.21,8008,77.09,1.67
267,3,1148,7164,497,8811,14814,6704,2.16,5.36,10.03,0.83,7143,41.97,0.92
267,2,894,7446,593,8935,16028,9366,1.93,5.57,15.77,0.76,8208,13.25,0.45
75,4,13635,5403,437,19477,34905,4414,5.04,5.27,5.31,2.58,11560,165.84,10.68
75,1,14186,3998,1278,19464,39423,7596,6.49,5.92,6.71,3.1,11847,44.9,117.39
75,5,11702,7630,564,19897,33415,3554,5.41,5.38,6.12,2.76,11650,166.43,10.94
75,3,8636,7865,496,16998,30299,3049,4.87,6.35,7.09,2.24,10744,142.49,10.63
75,2,1455,11831,545,13833,23574,1492,2.19,7.13,11.78,0.77,8615,45.74,2.96
111,4,3620,10402,725,14749,25800,2382,3.45,5.98,8.8,1.57,9580,133.18,4.81
111,1,2816,8702,1103,12622,26076,5396,3.71,6.15,11.1,1.71,9794,30.17,94.27
111,5,3013,10330,1024,14369,23660,1833,4.16,6.39,9.5,1.9,9492,117.72,4.84
111,3,2316,5979,692,8988,19816,1279,2.7,6.31,9.37,1.1,7612,64.2,2.33
111,2,2239,5384,777,8401,20486,1433,2.0,6.63,13.22,0.73,7795,35.04,0.78
518,4,6236,13372,1270,20880,21274,2174,5.69,5.77,5.48,2.7,11686,165.89,10.96
518,1,1919,14391,1247,17558,26458,6493,5.49,6.43,7.88,2.52,11051,45.09,107.03
518,5,1606,18076,1128,20812,20744,1921,6.18,5.86,7.44,2.95,11034,147.64,6.87
518,3,3936,14458,960,19356,20345,2469,6.36,6.32,7.81,2.93,11270,143.58,9.69
518,2,1065,14713,869,16648,19171,1587,4.13,6.81,9.79,1.76,9296,43.6,3.86
76,4,6015,11875,944,18836,27623,8236,5.7,5.97,5.41,2.72,10955,148.21,12.76
76,1,1158,17337,809,19306,29075,13076,7.68,5.42,7.28,3.97,11667,28.18,123.6
76,5,1249,19692,909,21852,23756,7360,7.56,6.42,6.6,3.44,11134,127.09,11.08
76,3,1578,18053,653,20286,22500,6592,7.3,6.66,7.01,3.3,10996,114.8,13.08
76,2,941,17407,784,19133,20558,6703,5.7,6.89,9.04,2.48,9903,36.83,8.16
895,4,18329,176,885,19392,25544,4470,5.59,7.63,4.87,2.28,12063,172.96,17.46
895,1,13995,160,1137,15293,29225,8092,5.36,7.48,6.37,2.17,11292,54.57,112.07
895,5,18280,178,1089,19549,25454,4632,6.63,7.73,5.81,2.68,12155,162.39,16.19
895,3,18052,241,513,18808,24616,5589,7.43,6.69,7.37,3.29,12517,168.27,16.43
895,2,9564,109,410,10084,20000,3244,3.37,7.78,6.1,1.2,8772,82.79,10.29
56,4,17280,1788,1218,20288,27359,5142,7.05,6.85,5.6,3.06,11981,150.95,16.54
56,1,16333,1392,1191,18918,31201,11677,8.11,6.11,7.93,3.8,12432,37.98,128.07
56,5,16833,1489,1190,19514,25552,4889,7.85,6.49,6.37,3.56,11830,144.08,15.62
56,3,15023,1167,857,17048,24534,4687,7.38,7.42,6.2,2.97,11046,118.35,19.16
56,2,11821,1184,869,13876,23726,4093,4.99,7.66,7.69,1.95,9529,54.23,21.93
20,4,995,9485,547,11029,25973,8150,3.22,8.32,7.24,1.28,8162,87.08,10.18
20,1,1331,11620,956,13909,34237,15682,4.89,5.95,11.88,2.38,10707,31.72,107.08
20,5,929,14890,1241,17062,27053,10227,6.19,6.93,9.52,2.92,10247,113.62,10.75
20,3,788,9115,460,10365,22401,6401,3.72,8.01,6.6,1.47,7976,79.08,10.56
20,2,875,10092,759,11728,24994,6552,3.68,8.87,10.26,1.39,8423,43.35,10.98
2,4,15885,235,6454,22575,28127,6589,7.13,6.67,4.74,3.19,12160,159.27,13.44
2,1,13475,201,6296,19974,32655,13805,7.54,6.49,7.02,3.43,11988,39.78,119.85
2,5,15991,289,6207,22488,28224,6213,7.9,7.03,5.53,3.44,12035,148.81,12.97
2,3,15484,226,5269,20981,28499,5972,8.15,7.77,6.02,3.24,11837,139.95,13.8
2,2,10171,303,3832,14308,24367,3390,4.29,8.14,7.12,1.57,9136,60.22,11.14
61,4,1226,18285,483,19996,19088,2074,4.87,5.66,7.91,2.39,11073,168.17,9.85
61,1,849,12898,787,14535,22041,5066,4.32,5.91,8.92,2.02,9941,51.53,85.46
61,5,1070,18513,478,20061,19053,2025,5.12,5.57,9.23,2.55,11136,169.28,9.35
61,3,1044,17116,466,18627,18871,2361,5.01,6.24,10.01,2.31,10843,150.59,8.64
61,2,805,10235,426,11468,16855,2144,2.46,5.66,13.8,1.02,8737,40.19,2.66
516,4,6077,11730,371,18180,29907,3005,3.88,5.3,8.66,1.87,10514,159.72,4.87
516,1,4494,9286,1058,14839,32970,7183,4.04,5.96,10.09,1.84,10331,42.16,103.53
516,5,5727,10231,501,16460,28847,2649,3.97,5.22,9.38,1.92,10254,154.18,4.68
516,3,5366,9381,662,15411,29741,2606,4.31,6.54,10.4,1.89,10169,132.23,5.43
516,2,4710,7272,872,12857,27258,2387,3.04,6.98,11.76,1.19,8740,57.27,3.11
80,4,20656,981,1158,22798,25079,4472,7.56,6.63,6.01,3.37,11613,142.05,10.21
80,1,18182,808,1083,20075,28824,9162,8.09,6.47,7.75,3.67,11895,32.91,112.38
80,5,20969,908,1244,23122,24317,4320,8.78,6.6,6.83,3.94,11832,130.52,9.46
80,3,19138,868,1092,21100,23886,3805,8.62,7.43,7.26,3.56,11455,114.11,10.04
80,2,14460,578,1145,16185,22445,2660,5.69,7.73,9.41,2.3,9634,47.35,5.53
78,4,14179,4128,449,18758,26868,4251,4.74,5.58,6.89,2.34,10341,143.35,7.25
78,1,12442,1902,1353,15698,27775,7738,5.75,5.71,9.22,2.81,10740,27.39,112.04
78,5,14186,3454,907,18550,26134,3891,5.95,6.03,7.55,2.82,10427,129.8,8.37
78,3,11715,2207,749,14673,24245,2850,5.48,6.91,7.71,2.37,9733,106.23,8.59
78,2,8624,2317,860,11803,22540,2218,3.5,6.31,10.74,1.51,8543,45.24,3.96
555,4,10288,129,2715,13134,23020,4840,7.66,6.28,6.01,3.52,9992,88.08,3.0
555,1,8362,55,2218,10636,26772,7673,7.06,7.36,7.17,3.01,9935,18.45,65.71
555,5,11588,53,3644,15287,24094,5297,10.03,6.24,6.68,4.67,10813,88.26,2.63
555,3,10692,56,2830,13579,22851,5278,9.07,6.66,6.88,4.02,10291,75.77,2.71
555,2,8467,15,2301,10784,21339,4499,6.58,7.09,8.94,2.84,9570,37.68,1.74
246,4,18115,1924,1232,21274,23059,3014,6.86,6.58,5.41,3.04,11917,151.18,12.68
246,1,17071,1610,1443,20126,28565,8579,7.9,6.35,7.4,3.66,12704,36.41,123.99
246,5,18611,1806,1171,21590,22757,2272,8.11,6.97,6.15,3.5,11952,142.6,11.86
246,3,18277,1608,935,20822,22863,2404,8.39,7.64,6.52,3.38,11687,130.37,12.44
246,2,13650,1203,918,15773,20310,1637,5.37,7.77,7.92,2.17,9625,48.18,8.75
133,4,19797,752,2331,22882,23027,2475,7.05,7.22,6.28,2.97,12175,156.43,14.65
133,1,17362,494,2309,20167,26700,6399,7.82,7.5,7.52,3.2,12210,44.98,107.39
133,5,20568,631,2188,23388,22670,2819,8.74,7.17,6.82,3.7,12512,147.96,15.16
133,3,18281,483,1820,20586,22768,3136,7.85,7.67,7.51,3.19,12193,142.34,14.15
133,2,15009,239,1282,16531,20825,2031,5.52,8.39,9.59,2.1,10102,47.97,10.01
497,4,2169,9996,654,12821,21558,5251,3.24,5.35,10.72,1.56,9102,111.51,3.11
497,1,1673,7133,756,9565,24681,7583,3.03,6.26,10.18,1.29,9006,28.45,80.25
497,5,1777,13194,1028,16001,20157,5590,5.09,5.66,10.83,2.51,10020,122.13,4.02
497,3,1278,6034,558,7872,17017,3632,2.38,5.67,10.39,0.98,7449,58.15,1.67
497,2,1205,5261,670,7137,19077,4294,1.65,5.99,14.5,0.56,7808,33.63,0.67
33,4,3064,16580,574,20220,29803,3066,4.48,7.75,8.12,1.86,10690,143.7,8.31
33,1,2633,13249,1162,17046,30331,8142,5.35,5.91,11.72,2.5,10987,29.77,108.38
33,5,2854,15017,805,18677,27439,2920,5.08,7.09,9.46,2.16,10054,117.13,8.09
33,3,2570,14179,628,17379,28268,2887,5.14,7.62,9.58,2.15,9891,105.67,9.77
33,2,1973,10354,787,13116,25361,2831,3.3,7.87,11.68,1.21,8657,46.95,6.27
421,4,15469,181,4257,19909,26657,7434,7.34,6.83,4.79,3.16,11590,137.23,12.9
421,1,13931,56,3597,17586,28297,11104,8.4,6.23,7.34,3.91,11770,25.47,117.37
421,5,17928,125,4513,22568,25957,7039,10.02,7.06,5.44,4.22,12350,127.29,14.16
421,3,15911,252,3463,19627,23918,5578,9.26,7.85,5.93,3.56,11290,109.43,12.15
421,2,12352,345,2831,15530,23209,4434,6.2,8.27,8.24,2.33,9698,44.3,11.06
526,4,2495,10871,435,13803,25871,3799,3.3,6.05,10.86,1.49,9035,111.57,3.04
526,1,1585,7001,791,9378,25921,5700,2.68,6.89,11.02,1.11,8688,22.8,75.66
526,5,1978,9433,749,12162,23826,3283,3.48,6.55,11.05,1.5,8599,89.66,3.09
526,3,1327,5714,568,7610,18575,2095,2.27,6.4,9.93,0.93,6974,47.49,1.19
526,2,1225,5896,737,7859,20394,2506,1.95,6.8,14.55,0.68,7866,32.88,0.54
888,4,2436,7166,3354,12958,23273,1791,2.52,6.23,9.87,0.99,8648,101.27,2.72
888,1,1258,4137,2220,7618,21583,3691,1.97,6.69,8.11,0.67,7605,25.14,54.53
888,5,1879,7773,3305,12959,21332,1445,2.99,6.51,10.25,1.14,8697,98.99,2.44
888,3,1684,5242,2384,9311,17491,1317,2.4,6.08,9.45,0.87,7655,60.38,1.95
888,2,1195,5569,2365,9131,18177,1477,1.98,6.17,14.5,0.7,8204,23.37,0.86
58,4,16180,2581,887,19650,31190,6714,5.7,6.14,5.13,2.65,11715,171.4,12.4
58,1,12708,2032,1040,15782,33793,9627,5.55,6.76,6.21,2.42,11049,52.39,105.24
58,5,16548,2454,1083,20086,29993,6095,6.88,6.27,5.72,3.18,11898,165.86,12.11
58,3,15294,2135,811,18241,29858,5629,7.08,7.52,6.46,2.94,11453,144.98,12.6
58,2,9879,1581,767,12228,26936,4026,3.9,7.74,7.52,1.51,8979,68.52,9.12
107,4,16123,2541,1031,19697,28577,9341,7.02,6.44,4.9,3.14,11665,145.05,16.3
107,1,17417,1359,1466,20243,31194,12118,8.87,6.96,6.23,3.8,12722,31.53,125.55
107,5,13579,2785,728,17094,31238,10315,6.43,7.02,6.2,2.77,10933,127.29,16.61
107,3,18997,2127,1030,22155,27590,7780,9.91,7.95,5.85,3.94,12220,127.61,17.69
107,2,11881,2000,876,14759,24731,5575,5.64,8.21,7.44,2.12,9632,51.99,14.1
92,4,16521,55,1002,17579,26285,6418,6.18,6.14,5.19,2.89,11573,164.25,14.15
92,1,13812,77,895,14786,29001,9696,6.27,6.39,6.62,2.88,11277,43.97,113.7
92,5,17328,67,1126,18523,25853,5837,7.51,6.42,5.88,3.43,11838,156.41,14.2
92,3,15786,91,796,16675,26132,5565,7.37,7.2,6.35,3.14,11381,140.45,14.6
92,2,9813,164,682,10660,23167,3283,4.02,7.6,7.62,1.56,8896,61.9,9.72
68,4,908,20110,946,21966,22844,1916,5.63,6.05,6.69,2.64,10957,158.79,9.41
68,1,823,19390,1506,21721,26834,6738,7.23,5.88,8.4,3.56,11958,44.4,120.04
68,5,832,20488,1104,22425,21821,1820,6.74,5.69,7.66,3.32,11160,154.56,9.61
68,3,842,20798,928,22570,23100,2015,7.36,6.88,7.96,3.2,11301,140.77,9.85
68,2,603,17072,1021,18698,20944,1617,4.72,7.24,9.62,1.98,9216,48.25,5.89
13,4,1026,18639,346,20013,23689,2717,4.48,5.83,5.7,2.12,11355,181.95,15.03
13,1,801,15360,901,17063,30459,7680,4.99,6.73,7.18,2.18,11000,54.38,113.79
13,5,970,18931,450,20353,24327,2731,5.34,5.98,6.88,2.52,11508,176.27,14.97
13,3,979,17578,422,18980,23550,2692,5.51,6.77,6.94,2.4,11144,156.7,15.54
13,2,925,13697,603,15226,22489,1863,3.76,7.52,8.58,1.48,9165,55.44,8.85
360,4,20642,3059,957,24659,26781,2862,7.84,7.87,4.45,3.29,12710,171.46,16.12
360,1,15310,2466,1088,18865,29168,5631,7.08,7.89,5.37,2.81,11755,59.4,103.13
360,5,21360,3193,1057,25612,26335,2705,9.34,7.75,5.08,3.9,13018,164.39,15.02
360,3,19048,2782,630,22461,23736,2979,9.44,6.93,6.18,4.12,13110,167.99,13.92
360,2,9268,1499,320,11089,17726,1763,3.95,7.18,4.49,1.48,8445,79.34,9.2
113,4,9312,8221,1082,18616,31394,3330,4.69,5.5,8.82,2.34,10943,157.83,9.1
113,1,6988,7498,1118,15605,32351,8838,4.99,5.09,11.62,2.59,11099,37.43,111.76
113,5,8635,8968,1202,18807,29954,3105,5.7,5.76,9.35,2.82,11072,148.13,9.82
113,3,7286,7343,837,15468,28967,3127,5.06,6.49,10.37,2.33,10396,126.66,9.95
113,2,5646,5714,843,12205,26057,2662,3.13,6.69,12.17,1.29,8803,54.29,5.29
235,4,17733,634,977,19346,20328,8543,4.39,6.06,8.78,2.04,10885,137.1,8.02
235,1,11724,391,1315,13432,23136,10269,3.89,7.18,8.14,1.61,9802,39.79,66.63
235,5,17532,519,1187,19240,20389,8840,5.24,6.41,9.37,2.4,11037,131.63,7.29
235,3,16766,462,1371,18601,19179,9549,5.65,6.34,10.15,2.61,11333,133.65,8.19
235,2,16109,273,695,17079,18391,9919,4.29,6.78,12.4,1.93,10113,36.54,4.34
147,4,1605,14837,529,16972,18517,3419,3.63,5.98,8.98,1.65,10273,155.58,5.06
147,1,1134,11136,735,13006,22358,5783,3.37,6.8,9.73,1.33,9171,47.78,71.14
147,5,1472,16642,580,18696,18446,4023,4.41,5.45,10.51,2.14,10994,171.55,5.64
147,3,1495,16650,394,18541,18186,4754,4.8,5.64,11.39,2.31,11153,167.48,6.51
147,2,1363,11938,571,13874,17582,4444,2.99,6.47,13.26,1.22,9045,41.6,1.86
875,4,17271,404,5033,22709,32657,3995,6.19,6.45,5.4,2.75,11779,156.72,10.28
875,1,13643,526,4631,18801,34854,8203,6.0,6.7,7.42,2.6,11302,40.77,107.74
875,5,14845,729,4551,20128,31929,3911,6.04,5.71,6.45,2.86,11268,151.7,8.8
875,3,14845,467,4856,20170,31798,3511,6.99,7.27,7.39,2.92,11328,133.49,9.44
875,2,8764,725,3893,13384,27557,2207,3.71,7.04,10.29,1.48,8764,50.71,4.1
35,4,1544,20584,1410,23540,21906,2244,4.9,5.93,6.92,2.23,10536,131.76,8.33
35,1,7977,9725,2061,19764,25768,6652,8.7,6.16,7.97,3.89,12247,29.75,116.02
35,5,1911,19191,1355,22459,21510,2125,5.64,6.06,7.86,2.55,10337,111.62,8.98
35,3,3509,13472,1130,18113,20149,1973,5.85,6.76,7.38,2.4,9808,84.47,10.27
35,2,1425,16601,1253,19281,18175,1844,4.51,6.05,10.29,1.99,9342,32.41,6.66
98,4,6754,7274,1050,15080,26683,2906,4.21,4.93,10.56,2.14,10057,136.04,5.99
98,1,5476,5097,1221,11796,28445,6965,4.23,5.51,10.65,2.04,10235,30.39,102.86
98,5,6911,6841,1177,14930,26996,2847,4.87,5.22,10.94,2.45,10110,125.24,6.84
98,3,6219,5602,994,12816,26025,2625,4.8,5.95,11.04,2.18,9858,109.55,6.92
98,2,4517,4214,1018,9751,23110,2056,3.12,5.95,12.85,1.36,8534,45.17,3.66
102,4,4599,16526,669,21795,32769,3331,4.88,5.1,6.41,2.53,11602,173.64,14.51
102,1,3838,16129,1303,21271,35205,9140,6.48,5.21,7.86,3.35,12313,49.24,133.73
102,5,3368,19195,1055,23621,29478,3049,6.35,5.29,6.69,3.27,12050,164.05,15.54
102,3,3506,15941,783,20232,29201,3050,5.77,6.24,6.64,2.68,11318,143.84,16.88
102,2,2251,14215,880,17347,27349,2841,4.14,6.53,7.6,1.78,9714,71.43,17.69
27,4,777,18538,1096,20413,31614,4306,4.29,6.43,8.01,2.01,11263,178.44,7.15
27,1,727,16522,1637,18888,35623,7929,4.94,6.24,10.26,2.26,11121,56.74,105.77
27,5,741,15488,1210,17441,28273,3019,4.68,5.62,10.53,2.3,10364,147.5,6.22
27,3,751,18180,1037,19971,30605,3147,5.68,7.2,9.2,2.55,10910,146.95,8.7
27,2,621,10384,829,11836,25935,2372,2.85,7.27,11.45,1.09,8514,59.86,4.54
14,4,13084,8276,575,21937,40346,3559,4.62,6.87,6.47,1.92,12301,193.22,11.55
