key,role,category,item_id,time,wins,matches
266,4,startItem,2003,,562554,1125109
266,4,startItem,1054,,369563,738092
266,4,startItem,3340,,295046,590210
266,4,startItem,1055,,197091,394972
266,4,startItem,3364,,6099,12342
266,4,startItem,1036,,4840,9458
266,4,startItem,2031,,2622,5296
266,4,startItem,1083,,995,1930
266,4,startItem,1001,,165,318
266,4,startItem,2033,,111,286
266,4,startItem,1029,,124,254
266,4,startSet,1054_2003,,365560,730974
266,4,startSet,1055_2003,,190681,382739
266,4,startSet,1054,,5099,10164
266,4,startSet,1055,,5087,10118
266,4,startSet,1036_2031,,2310,4683
266,4,startSet,1036_2003_2003_2003,,1129,2416
266,4,startSet,1083_2003,,838,1651
266,4,startSet,,,285,717
266,4,startSet,1036,,168,385
266,4,startSet,2033,,103,271
266,4,earlyItem,1036,,810892,1663709
266,4,earlyItem,3134,,390105,754118
266,4,earlyItem,2003,,320162,666449
266,4,earlyItem,1001,,318257,635371
266,4,earlyItem,2055,,278627,547293
266,4,earlyItem,2031,,190301,382823
266,4,earlyItem,1053,,188752,363684
266,4,earlyItem,3047,,110239,210500
266,4,earlyItem,1029,,76938,159258
266,4,earlyItem,6029,,45443,90004
266,4,earlyItem,3133,,42966,85847
266,4,earlyItem,6692,,43514,64170
266,4,earlyItem,3067,,22819,46053
266,4,earlyItem,1028,,19737,41762
266,4,earlyItem,3111,,21630,40309
266,4,earlyItem,1037,,16054,33516
266,4,earlyItem,1033,,15004,30027
266,4,earlyItem,3123,,11942,24412
266,4,earlyItem,3364,,12411,24085
266,4,earlyItem,3158,,10874,18954
266,4,earlyItem,3340,,6266,13067
266,4,earlyItem,1054,,6110,12998
266,4,earlyItem,3076,,6408,12852
266,4,earlyItem,1055,,4739,10243
266,4,earlyItem,3155,,5573,10097
266,4,earlyItem,1083,,3728,7471
266,4,earlyItem,6630,,3866,5712
266,4,earlyItem,3057,,2010,3881
266,4,earlyItem,3363,,986,1437
266,4,earlyItem,3071,,867,1325
266,4,earlyItem,1042,,410,1015
266,4,earlyItem,3082,,371,713
266,4,earlyItem,3009,,295,551
266,4,earlyItem,3051,,206,436
266,4,earlyItem,3044,,219,417
266,4,earlyItem,3035,,214,407
266,4,earlyItem,6632,,222,326
266,4,earlyItem,3140,,153,323
266,4,earlyItem,3156,,230,319
266,4,earlyItem,6660,,147,316
266,4,boots,3047,13.0,366831,740325
266,4,boots,3111,15.0,142253,272829
266,4,boots,3158,13.0,46068,81797
266,4,boots,1001,8.0,11882,35154
266,4,boots,9999,0.0,2891,11099
266,4,boots,3009,15.0,1157,2192
266,4,boots,3006,16.0,496,1031
266,4,boots,3117,17.0,99,594
266,4,boots,2422,0.0,113,329
266,4,item,1036,14.0,2076101,4425711
266,4,item,2003,3.0,965362,1971736
266,4,item,3133,20.0,829754,1606804
266,4,item,2055,13.0,689119,1327270
266,4,item,6692,14.0,476509,932868
266,4,item,3134,8.0,462659,921815
266,4,item,1001,8.0,420096,865463
266,4,item,1054,0.0,376216,752583
266,4,item,3047,13.0,368431,744004
266,4,item,1053,10.0,331124,701237
266,4,item,3067,19.0,339473,696212
266,4,item,1029,17.0,319664,693715
266,4,item,3340,1.0,304986,610828
266,4,item,3071,22.0,324154,584905
266,4,item,1031,23.0,219637,438223
266,4,item,1028,19.0,194977,433283
266,4,item,2031,6.0,213934,432016
266,4,item,6333,25.0,242091,425169
266,4,item,1055,0.0,202239,406511
266,4,item,1037,21.0,200277,388812
266,4,item,3111,15.0,146320,281330
266,4,item,3364,17.0,146630,272749
266,4,item,3035,24.0,152669,262814
266,4,item,6694,26.0,157126,254208
266,4,item,1033,19.0,107317,228334
266,4,item,3155,23.0,91904,170603
266,4,item,6630,15.0,81234,169166
266,4,item,6029,9.0,66221,140508
266,4,item,3156,26.0,73351,128573
266,4,item,3363,18.0,59947,116086
266,4,item,3158,13.0,46279,82273
266,4,item,3076,23.0,38048,80729
266,4,item,3123,17.0,35889,78480
266,4,item,3211,28.0,34701,65996
266,4,item,2420,30.0,33597,56136
266,4,item,3065,30.0,28065,50349
266,4,item,2140,35.0,27930,49260
266,4,item,3044,26.0,24637,44681
266,4,item,3075,30.0,18247,35077
266,4,item,1011,28.0,15159,33163
266,4,item,6609,26.0,16486,31194
266,4,item,3026,34.0,18078,28623
266,4,item,3053,29.0,15767,27072
266,4,item,2138,36.0,11469,21041
266,4,item,1038,30.0,12515,19469
266,4,item,3082,26.0,7651,15623
266,4,item,6632,17.0,6007,11950
266,4,item,1083,5.0,4996,10524
266,4,item,3057,13.0,4448,9706
266,4,item,3143,30.0,4839,9059
266,4,item,1057,27.0,2942,5840
266,4,item,3077,23.0,3265,5598
266,4,item,3074,26.0,3366,5518
266,4,item,3066,27.0,2269,4688
266,4,item,1042,17.0,1522,4270
266,4,item,3140,23.0,1868,3735
266,4,item,4401,30.0,1931,3509
266,4,item,3181,22.0,1710,2972
266,4,item,1018,22.0,1202,2621
266,4,item,3142,22.0,1692,2454
266,4,item,3009,15.0,1225,2392
266,4,item,6676,23.0,1133,1829
266,4,item,6695,25.0,768,1422
266,4,item,1043,21.0,614,1363
266,4,item,3105,28.0,650,1317
266,4,item,3051,15.0,591,1314
266,4,item,8001,30.0,626,1258
266,4,item,6035,30.0,708,1240
266,4,item,3153,23.0,597,1225
266,4,item,3006,16.0,539,1154
266,4,item,1006,21.0,174,1148
266,4,item,3117,17.0,168,1134
266,4,item,6631,15.0,600,1133
266,4,item,6691,14.0,612,1109
266,4,item,3110,29.0,560,1071
266,4,item,3742,30.0,537,1024
266,4,item,3814,20.0,591,1001
266,4,item,2033,9.0,382,909
266,4,item,6660,13.0,323,724
266,4,item,3086,24.0,223,684
266,4,item,3024,26.0,267,667
266,4,item,3193,35.0,298,557
266,4,item,6693,14.0,276,522
266,4,item,6670,14.0,192,519
266,4,item,3072,27.0,274,515
266,4,item,3070,21.0,96,489
266,4,item,3068,20.0,207,479
266,4,item,1004,19.0,43,477
266,4,item,2139,34.0,255,466
266,4,item,3508,22.0,257,450
266,4,item,3033,28.0,216,409
266,4,item,3748,28.0,180,352
266,4,item,1027,21.0,80,339
266,4,item,6673,17.0,131,315
266,4,item,7001,29.0,208,314
266,4,item,6662,19.0,148,310
266,4,item,3036,27.0,162,299
266,4,item,3031,28.0,166,294
266,4,item,1052,20.0,51,294
266,4,item1,6692,13.0,468015,917316
266,4,item1,6630,14.0,78354,162662
266,4,item1,3071,13.0,8729,17059
266,4,item1,6632,14.0,4108,8075
266,4,item1,3156,14.0,2817,5495
266,4,item1,6609,13.0,538,1107
266,4,item1,6631,14.0,553,1026
266,4,item1,6691,13.0,558,1002
266,4,item1,6694,14.0,369,701
266,4,item1,3181,13.0,277,537
266,4,item1,6693,13.0,238,449
266,4,item1,6333,16.0,155,365
266,4,item1,3153,15.0,159,363
266,4,item1,3814,12.0,187,363
266,4,item1,3068,16.0,139,309
266,4,item1,3074,14.0,166,307
266,4,item1,3075,16.0,112,276
266,4,item2,3071,21.0,271756,494821
266,4,item2,6333,22.0,113070,210637
266,4,item2,6694,21.0,53374,87858
266,4,item2,3156,21.0,21832,40647
266,4,item2,6692,21.0,8186,14766
266,4,item2,6609,21.0,6133,12248
266,4,item2,3075,23.0,2848,6159
266,4,item2,3065,23.0,2832,5926
266,4,item2,3053,22.0,2460,4680
266,4,item2,6630,22.0,2044,4291
266,4,item2,6632,22.0,1821,3652
266,4,item2,3074,21.0,1293,2234
266,4,item2,3142,19.0,912,1359
266,4,item2,3143,22.0,573,1184
266,4,item2,3181,20.0,663,1182
266,4,item2,6676,20.0,533,916
266,4,item2,3153,23.0,255,535
266,4,item2,4401,23.0,231,491
266,4,item2,6695,20.0,241,453
266,4,item2,3026,22.0,238,388
266,4,item2,3814,20.0,146,256
266,4,item4,6333,32.0,23130,36861
266,4,item4,6694,32.0,18631,29943
266,4,item4,3156,32.0,14531,23635
266,4,item4,3065,33.0,11146,18894
266,4,item4,3075,33.0,8434,15432
266,4,item4,3026,33.0,7065,10998
266,4,item4,3071,32.0,6635,10926
266,4,item4,3053,32.0,4749,7721
266,4,item4,6609,32.0,3224,5663
266,4,item4,3143,32.0,1769,3161
266,4,item4,4401,33.0,644,1117
266,4,item4,3074,31.0,566,852
266,4,item4,6630,33.0,187,517
266,4,item4,8001,32.0,197,374
266,4,item4,6035,32.0,226,354
266,4,item4,3110,32.0,157,294
266,4,item4,3181,31.0,180,292
266,4,item4,6695,31.0,158,282
266,4,item4,3142,29.0,203,273
266,4,item4,6676,29.0,177,257
266,4,item5,3026,37.0,7058,11264
266,4,item5,3065,37.0,3160,5389
266,4,item5,6694,37.0,2370,3910
266,4,item5,3156,36.0,2398,3866
266,4,item5,6333,36.0,2035,3309
266,4,item5,3075,37.0,1403,2520
266,4,item5,3053,36.0,1239,2012
266,4,item5,6609,37.0,874,1489
266,4,item5,3071,36.0,839,1468
266,4,item5,3143,36.0,736,1264
266,4,item5,3074,36.0,275,434
266,4,item5,4401,37.0,203,384
266,4,item5,6630,37.0,133,316
266,4,,,,0,38231
266,4,,,,0,176742
266,4,,,,0,2469
266,4,,,,0,865
266,4,,,,0,1398
266,4,,,,0,208089
266,4,,,,0,30087
266,4,,,,0,1243
266,4,,,,0,69152
266,4,,,,0,4379
266,4,,,,0,13166
266,4,,,,0,368
266,4,,,,0,404
266,4,,,,0,1383
266,4,,,,0,5897
266,4,,,,0,16461
266,4,,,,0,28711
266,4,,,,0,3891
266,4,,,,0,1774
266,4,,,,0,1149
266,4,,,,0,3355
266,4,,,,0,1129
266,4,,,,0,887
266,4,,,,0,1070
266,4,,,,0,1868
266,4,,,,0,282
266,4,,,,0,400
266,4,,,,0,644
266,4,,,,0,1817
266,4,,,,0,1552
266,4,,,,0,347
266,4,,,,0,568
266,4,,,,0,482
266,4,,,,0,400
266,4,,,,0,303
266,4,,,,0,7998
266,4,,,,0,2934
266,4,,,,0,56561
266,4,,,,0,79860
266,4,,,,0,1576
266,4,,,,0,19411
266,4,,,,0,2015
266,4,,,,0,13505
266,4,,,,0,3011
266,4,,,,0,7635
266,4,,,,0,15920
266,4,,,,0,1401
266,4,,,,0,333
266,4,,,,0,5924
266,4,,,,0,5090
266,4,,,,0,3878
266,4,,,,0,12377
266,4,,,,0,4904
266,4,,,,0,335
266,4,,,,0,1566
266,4,,,,0,3316
266,4,,,,0,1047
266,4,,,,0,1137
266,4,,,,0,1012
266,4,,,,0,2647
266,4,,,,0,2130
266,4,,,,0,715
266,4,,,,0,367
266,4,,,,0,3426
266,4,,,,0,777
266,4,,,,0,3484
266,4,,,,0,1730
266,4,,,,0,3421
266,4,,,,0,291
266,4,,,,0,2621
266,4,,,,0,434
266,4,,,,0,369
266,4,,,,0,1516
266,4,,,,0,328
266,4,,,,0,2044
266,4,,,,0,664
266,4,,,,0,1365
266,4,,,,0,1285
266,4,,,,0,395
266,4,,,,0,462
266,4,,,,0,922
266,4,,,,0,250
266,4,,,,0,490
266,4,,,,0,802
266,4,,,,0,322
266,4,,,,0,731
266,4,,,,0,1224
266,4,,,,0,624
266,4,,,,0,558
266,4,,,,0,450
266,4,,,,0,842
266,4,,,,0,398
266,4,,,,0,699
266,4,,,,0,1840
266,4,,,,0,364
266,4,,,,0,798
266,4,,,,0,330
266,4,,,,0,378
266,4,,,,0,449
266,4,,,,0,1892
266,4,,,,0,379
266,4,,,,0,252
266,4,,,,0,262
266,4,,,,0,357
266,4,,,,0,389
266,4,,,,0,495
266,4,,,,0,392
266,4,,,,0,352
266,4,,,,0,323
266,4,,,,0,277
266,4,,,,0,10955
266,4,,,,0,13629
266,4,,,,0,379
266,4,,,,0,2273
266,4,,,,0,1003
266,4,,,,0,2815
266,4,,,,0,723
266,4,,,,0,1757
266,4,,,,0,561
266,4,,,,0,5961
266,4,,,,0,1513
266,4,,,,0,567
266,4,,,,0,2321
266,4,,,,0,1724
266,4,,,,0,3715
266,4,,,,0,915
266,4,,,,0,316
266,4,,,,0,1155
266,4,,,,0,3010
266,4,,,,0,282
266,4,,,,0,1060
266,4,,,,0,613
266,4,,,,0,405
266,4,,,,0,314
266,4,,,,0,4045
266,4,,,,0,1747
266,4,,,,0,1519
266,4,,,,0,967
266,4,,,,0,578
266,4,,,,0,4473
266,4,,,,0,496
266,4,,,,0,1008
266,4,,,,0,635
266,4,,,,0,583
266,4,,,,0,1651
266,4,,,,0,1003
266,4,,,,0,251
266,4,,,,0,447
266,4,,,,0,412
266,4,,,,0,305
266,4,,,,0,679
266,4,,,,0,252
266,4,,,,0,322
266,4,,,,0,520
266,4,,,,0,335
266,4,,,,0,664
266,4,,,,0,405
266,4,,,,0,508
266,4,,,,0,278
266,4,,,,0,304
266,4,,,,0,497
266,4,,,,0,923
266,4,,,,0,384
266,4,,,,0,489
266,4,,,,0,504
266,4,,,,0,580
266,4,,,,0,254
266,4,,,,0,524
266,4,,,,0,401
266,4,,,,0,395
266,4,,,,0,277
266,4,,,,0,252
266,4,,,,0,307
266,4,,,,0,285
266,4,,,,0,485
266,4,,,,0,352
266,4,,,,0,731
266,4,,,,0,292
266,4,,,,0,254
266,4,,,,0,614
266,4,,,,0,725
266,4,,,,0,587
266,4,,,,0,2081
266,4,,,,0,670
266,4,,,,0,1252
266,4,,,,0,362
266,4,,,,0,985
266,4,,,,0,278
266,4,,,,0,765
266,4,,,,0,998
266,4,,,,0,1404
266,4,,,,0,381
266,4,,,,0,312
266,4,,,,0,265
266,4,,,,0,569
266,4,,,,0,376
266,4,,,,0,603
266,4,,,,0,295
266,4,,,,0,262
266,4,,,,0,702
266,4,,,,0,267
266,4,,,,0,520
266,4,,,,0,258
266,4,,,,0,3991
266,4,,,,0,18218
266,4,,,,0,667
266,4,,,,0,500
266,4,,,,0,2053
266,4,,,,0,10019
266,4,,,,0,3747
266,4,,,,0,13785
266,4,,,,0,59499
266,4,,,,0,52022
266,4,,,,0,419
266,4,,,,0,23800
266,4,,,,0,3507
266,4,,,,0,282
266,4,,,,0,7789
266,4,,,,0,10671
266,4,,,,0,11491
266,4,,,,0,902
266,4,,,,0,726
266,4,,,,0,4897
266,4,,,,0,678
266,4,,,,0,2436
266,4,,,,0,791
266,4,,,,0,313
266,4,,,,0,527
266,4,,,,0,338
266,4,,,,0,318
266,4,,,,0,620
266,4,,,,0,275
266,4,,,,0,561
266,4,,,,0,460
266,4,,,,0,9141
266,4,,,,0,32655
266,4,,,,0,10873
266,4,,,,0,447
266,4,,,,0,23668
266,4,,,,0,77170
266,4,,,,0,11471
266,4,,,,0,4257
266,4,,,,0,497
266,4,,,,0,60419
266,4,,,,0,1540
266,4,,,,0,1256
266,4,,,,0,11087
266,4,,,,0,9490
266,4,,,,0,1737
266,4,,,,0,4564
266,4,,,,0,582
266,4,,,,0,387
266,4,,,,0,1236
266,4,,,,0,2482
266,4,,,,0,254
266,4,,,,0,470
266,4,,,,0,319
266,4,,,,0,1517
266,4,,,,0,834
266,4,,,,0,1333
266,4,,,,0,323
266,4,,,,0,2557
266,4,,,,0,384
266,4,,,,0,391
266,4,,,,0,1348
266,4,,,,0,659
266,4,,,,0,2194
266,4,,,,0,6355
266,4,,,,0,5400
266,4,,,,0,259
266,4,,,,0,2737
266,4,,,,0,27325
266,4,,,,0,3473
266,4,,,,0,5423
266,4,,,,0,298
266,4,,,,0,574
266,4,,,,0,344
266,4,,,,0,899
266,4,,,,0,2357
266,4,,,,0,1413
266,4,,,,0,280
266,4,,,,0,5377
266,4,,,,0,961
266,4,,,,0,8397
266,4,,,,0,684
266,4,,,,0,405
266,4,,,,0,891
266,4,,,,0,2716
266,4,,,,0,3999
266,4,,,,0,382
266,4,,,,0,489
266,4,,,,0,634
266,4,,,,0,422
266,4,,,,0,313
266,4,,,,0,1012
266,4,,,,0,3994
266,4,,,,0,323
266,4,,,,0,471
266,4,,,,0,322
266,4,,,,0,1708
266,4,,,,0,863
266,4,,,,0,561
266,4,,,,0,470
266,4,,,,0,490
266,4,,,,0,357
266,4,,,,0,778
266,4,,,,0,444
266,4,,,,0,342
266,4,,,,0,312
266,4,,,,0,386
266,4,,,,0,516
266,4,,,,0,528
266,4,,,,0,619
266,4,,,,0,1055
266,4,,,,0,316
266,4,,,,0,637
266,4,,,,0,390
266,4,,,,0,263
266,4,,,,0,1208
266,4,,,,0,405
266,4,,,,0,594
266,4,,,,0,575
266,4,,,,0,498
266,4,,,,0,9441
266,4,,,,0,2538
266,4,,,,0,30813
266,4,,,,0,321
266,4,,,,0,574
266,4,,,,0,8967
266,4,,,,0,2223
266,4,,,,0,578
266,4,,,,0,5389
266,4,,,,0,22931
266,4,,,,0,268
266,4,,,,0,3987
266,4,,,,0,452
266,4,,,,0,2603
266,4,,,,0,14305
266,4,,,,0,1827
266,4,,,,0,3723
266,4,,,,0,327
266,4,,,,0,421
266,4,,,,0,1104
266,4,,,,0,2249
266,4,,,,0,1240
266,4,,,,0,1066
266,4,,,,0,1573
266,4,,,,0,2522
266,4,,,,0,262
266,4,,,,0,526
266,4,,,,0,798
266,4,,,,0,21732
266,4,,,,0,900
266,4,,,,0,582
266,4,,,,0,979
266,4,,,,0,590
266,4,,,,0,1166
266,4,,,,0,321
266,4,,,,0,3556
266,4,,,,0,1827
266,4,,,,0,1106
266,4,,,,0,11615
266,4,,,,0,391
266,4,,,,0,3740
266,4,,,,0,4333
266,4,,,,0,259
266,4,,,,0,1729
266,4,,,,0,977
266,4,,,,0,1575
266,4,,,,0,1515
266,4,,,,0,1613
266,4,,,,0,384
266,4,,,,0,676
266,4,,,,0,325
266,4,,,,0,7012
266,4,,,,0,591
266,4,,,,0,487
266,4,,,,0,670
266,4,,,,0,1036
266,4,,,,0,582
266,4,,,,0,2537
266,4,,,,0,739
266,4,,,,0,1003
266,4,,,,0,586
266,4,,,,0,392
266,4,,,,0,986
266,4,,,,0,381
266,4,,,,0,381
266,4,,,,0,2045
266,4,,,,0,377
266,4,,,,0,2552
266,4,,,,0,468
266,4,,,,0,4256
266,4,,,,0,786
266,4,,,,0,909
266,4,,,,0,722
266,4,,,,0,317
266,4,,,,0,295
266,4,,,,0,378
266,4,,,,0,2151
266,4,,,,0,440
266,4,,,,0,305
266,4,,,,0,1332
266,4,,,,0,743
266,4,,,,0,347
266,4,,,,0,938
266,4,,,,0,498
266,4,,,,0,405
266,4,,,,0,273
266,4,,,,0,582
266,4,,,,0,371
266,4,,,,0,1061
266,4,,,,0,267
266,4,,,,0,289
266,4,,,,0,526
266,4,,,,0,351
266,4,,,,0,347
266,4,,,,0,1170
266,4,,,,0,421
266,4,,,,0,1134
266,4,,,,0,754
266,4,,,,0,3621
266,4,,,,0,414
266,4,,,,0,948
266,4,,,,0,311
266,4,,,,0,274
266,4,,,,0,663
266,4,,,,0,1693
266,4,,,,0,668
266,4,,,,0,681
266,4,,,,0,310
266,4,,,,0,1615
266,4,,,,0,256
266,4,,,,0,362
266,4,,,,0,2128
266,4,,,,0,400
266,4,,,,0,848
266,4,,,,0,320
266,4,,,,0,251
266,4,,,,0,411
266,4,,,,0,529
266,4,,,,0,665
266,4,,,,0,483
266,4,,,,0,586
266,4,,,,0,1427
266,4,,,,0,403
266,4,,,,0,683
266,4,,,,0,267
266,4,,,,0,352
266,4,,,,0,392
266,4,,,,0,281
266,4,,,,0,1971
266,4,,,,0,1022
266,4,,,,0,583
266,4,,,,0,335
266,4,,,,0,406
266,4,,,,0,308
266,4,,,,0,519
266,4,,,,0,348
266,4,,,,0,722
266,4,,,,0,1405
266,4,,,,0,407
266,4,,,,0,720
266,4,,,,0,284
266,4,,,,0,290
266,4,,,,0,372
266,4,,,,0,803
266,4,,,,0,651
266,4,,,,0,4465
266,4,,,,0,617
266,4,,,,0,621
266,4,,,,0,1143
266,4,,,,0,422
266,4,,,,0,407
266,4,,,,0,5488
266,4,,,,0,558
266,4,,,,0,2962
266,4,,,,0,492
266,4,,,,0,740
266,4,,,,0,973
266,4,,,,0,571
266,4,,,,0,290
266,4,,,,0,759
266,4,,,,0,787
266,4,,,,0,317
266,4,,,,0,3363
266,4,,,,0,1993
266,4,,,,0,1457
266,4,,,,0,849
266,4,,,,0,380
266,4,,,,0,256
266,4,,,,0,311
266,4,,,,0,342
266,4,,,,0,271
266,4,,,,0,1257
266,4,,,,0,323
266,4,,,,0,971
266,4,,,,0,559
266,4,,,,0,347
266,4,,,,0,898
266,4,,,,0,292
266,4,,,,0,408
266,4,,,,0,951
266,4,,,,0,255
266,4,,,,0,2295
266,4,,,,0,256
266,4,,,,0,376
266,4,,,,0,290
266,4,,,,0,642
266,4,,,,0,440
266,4,,,,0,348
266,4,,,,0,1022
266,4,,,,0,305
266,4,,,,0,533
266,4,,,,0,267
266,4,,,,0,1135
266,4,,,,0,1951
266,4,,,,0,640
266,4,,,,0,1358
266,4,,,,0,257
266,4,,,,0,468
266,4,,,,0,284
266,4,,,,0,310
266,4,,,,0,569
266,4,,,,0,371
266,4,,,,0,365
266,4,,,,0,269
266,4,,,,0,755
266,4,,,,0,278
266,4,,,,0,625
266,4,,,,0,320
266,4,,,,0,359
266,4,,,,0,342
266,4,,,,0,355
266,4,,,,0,1694
266,4,,,,0,335
266,4,,,,0,874
266,4,,,,0,356
266,4,,,,0,1019
266,4,,,,0,399
266,4,,,,0,285
266,4,,,,0,1094
266,4,,,,0,385
266,4,,,,0,595
266,4,,,,0,355
266,4,,,,0,566
266,4,,,,0,307
266,4,,,,0,410
266,4,,,,0,254
266,4,,,,0,291
266,1,startItem,2031,,4820,10624
266,1,startItem,3340,,3436,7820
266,1,startItem,1039,,3104,6738
266,1,startItem,1035,,2484,5625
266,1,startItem,2003,,991,2625
266,1,startItem,3364,,1036,2182
266,1,startItem,1054,,58,292
266,1,startSet,1039_2031,,2696,5862
266,1,startSet,1035_2031,,2066,4649
266,1,startSet,1035,,225,505
266,1,startSet,1035_2003_2003_2003,,119,312
266,1,startSet,1054_2003,,58,289
266,1,startSet,1039,,128,280
266,1,startSet,1039_2003_2003_2003,,124,278
266,1,earlyItem,1036,,6943,17064
266,1,earlyItem,3134,,4193,9144
266,1,earlyItem,2055,,3322,7247
266,1,earlyItem,1001,,2741,6214
266,1,earlyItem,3364,,2310,4884
266,1,earlyItem,1053,,1597,3799
266,1,earlyItem,3133,,731,1609
266,1,earlyItem,6029,,600,1420
266,1,earlyItem,6692,,595,1017
266,1,earlyItem,2003,,224,748
266,1,earlyItem,3158,,337,680
266,1,earlyItem,3047,,210,524
266,1,earlyItem,1029,,207,486
266,1,earlyItem,1028,,184,429
266,1,earlyItem,3067,,165,428
266,1,earlyItem,2031,,129,386
266,1,earlyItem,1037,,127,350
266,1,earlyItem,6691,,217,340
266,1,boots,3047,15.0,2695,6205
266,1,boots,3111,15.0,1376,2930
266,1,boots,3158,12.0,1200,2489
266,1,boots,1001,8.0,128,497
266,1,boots,3006,13.0,138,319
266,1,item,1036,15.0,19655,47997
266,1,item,2055,14.0,9919,21028
266,1,item,3133,19.0,8253,18114
266,1,item,2031,0.0,4982,11088
266,1,item,3134,8.0,5024,11065
266,1,item,1001,8.0,3622,8616
266,1,item,3364,6.0,4029,8605
266,1,item,6692,13.0,3746,8342
266,1,item,3340,0.0,3508,8012
266,1,item,1039,0.0,3160,6889
266,1,item,1029,18.0,2630,6677
266,1,item,3047,15.0,2722,6275
266,1,item,3067,19.0,2726,6263
266,1,item,1053,10.0,2262,5809
266,1,item,1035,0.0,2531,5756
266,1,item,1037,21.0,2467,5363
266,1,item,3071,22.0,2710,5182
266,1,item,6333,24.0,2714,5126
266,1,item,1031,22.0,2208,4959
266,1,item,1028,20.0,1792,4503
266,1,item,2003,3.0,1338,3822
266,1,item,3111,15.0,1442,3059
266,1,item,3035,23.0,1585,3000
266,1,item,6694,25.0,1688,2941
266,1,item,3158,12.0,1201,2494
266,1,item,1033,20.0,1018,2447
266,1,item,3155,24.0,1078,2174
266,1,item,6630,14.0,813,2007
266,1,item,6691,12.0,941,1898
266,1,item,6029,8.0,702,1785
266,1,item,3156,26.0,970,1782
266,1,item,1018,21.0,380,881
266,1,item,2140,35.0,405,744
266,1,item,3044,27.0,383,743
266,1,item,6676,23.0,378,725
266,1,item,2420,29.0,328,536
266,1,item,3053,29.0,275,492
266,1,item,3123,23.0,175,492
266,1,item,3057,16.0,215,472
266,1,item,3211,27.0,222,444
266,1,item,3508,21.0,223,429
266,1,item,3076,25.0,153,399
266,1,item,1042,14.0,121,364
266,1,item,3065,29.0,190,350
266,1,item,3006,13.0,141,328
266,1,item,1054,2.0,60,312
266,1,item,3077,20.0,168,297
266,1,item,1038,27.0,161,287
266,1,item,3074,24.0,154,279
266,1,item,3026,32.0,171,278
266,1,item,6609,26.0,112,252
266,1,item1,6692,12.0,3698,8208
266,1,item1,6630,14.0,775,1900
266,1,item1,6691,12.0,929,1873
266,1,item2,3071,21.0,2015,3977
266,1,item2,6333,21.0,1336,2707
266,1,item2,6694,20.0,617,1177
266,1,item2,3156,20.0,309,623
266,1,item2,6676,20.0,192,399
266,1,item2,3508,20.0,154,319
266,1,item4,6694,32.0,302,466
266,1,item4,6333,31.0,255,410
266,1,item4,3156,31.0,212,349
266,1,,,,1526,1526
266,1,,,,475,475
266,1,,,,1415,1415
266,1,,,,305,305
266,1,,,,666,666
266,1,,,,335,335
266,1,,,,366,366
266,1,,,,657,657
266,1,,,,595,595
266,1,,,,620,620
266,1,,,,333,333
266,1,,,,337,337
266,5,startItem,2003,,29021,54808
266,5,startItem,1054,,18601,35143
266,5,startItem,3340,,14932,28344
266,5,startItem,1055,,9873,18589
266,5,startItem,1036,,875,1602
266,5,startItem,2031,,420,792
266,5,startItem,3364,,363,699
266,5,startSet,1054_2003,,18279,34659
266,5,startSet,1055_2003,,9487,17906
266,5,startSet,1036_2031,,384,721
266,5,startSet,1036_2003_2003_2003,,348,647
266,5,startSet,1055,,317,601
266,5,startSet,1054,,310,534
266,5,earlyItem,1036,,46094,89469
266,5,earlyItem,3134,,22032,40308
266,5,earlyItem,1001,,17168,32120
266,5,earlyItem,2003,,15728,31263
266,5,earlyItem,2055,,15880,29490
266,5,earlyItem,1053,,11285,20710
266,5,earlyItem,2031,,9779,18774
266,5,earlyItem,3047,,3363,6056
266,5,earlyItem,6692,,3620,5165
266,5,earlyItem,1029,,2251,4245
266,5,earlyItem,3111,,2194,4055
266,5,earlyItem,6029,,2088,3958
266,5,earlyItem,3133,,1818,3547
266,5,earlyItem,1033,,1562,3052
266,5,earlyItem,3364,,1443,2550
266,5,earlyItem,3067,,982,1918
266,5,earlyItem,1028,,857,1790
266,5,earlyItem,3158,,1001,1634
266,5,earlyItem,1037,,738,1499
266,5,earlyItem,3155,,714,1294
266,5,earlyItem,3123,,592,1095
266,5,earlyItem,3340,,436,831
266,5,earlyItem,1054,,309,644
266,5,earlyItem,1055,,272,546
266,5,earlyItem,6630,,262,362
266,5,boots,3047,13.0,14349,27279
266,5,boots,3111,14.0,10052,18782
266,5,boots,3158,13.0,3803,6393
266,5,boots,1001,8.0,693,1963
266,5,boots,9999,0.0,180,565
266,5,item,1036,14.0,110164,222285
266,5,item,2003,3.0,48539,93958
266,5,item,3133,20.0,41507,76426
266,5,item,2055,13.0,38178,70491
266,5,item,3134,8.0,25132,47107
266,5,item,6692,13.0,24924,46182
266,5,item,1001,8.0,22011,42815
266,5,item,1054,0.0,18933,35871
266,5,item,1053,10.0,17414,34995
266,5,item,3067,19.0,16059,30954
266,5,item,3340,1.0,15568,29625
266,5,item,1029,18.0,13510,27878
266,5,item,3047,13.0,14478,27571
266,5,item,3071,22.0,15436,26242
266,5,item,2031,6.0,11165,21492
266,5,item,6333,25.0,12236,20775
266,5,item,1031,23.0,10720,20584
266,5,item,1028,19.0,9150,19373
266,5,item,1055,0.0,10174,19222
266,5,item,1037,21.0,10259,19150
