key,role,path,rune_id,wins,matches
222,2,2,8321,81,228
222,2,1,8316,0,3
222,2,2,8316,3,5
222,2,1,8345,32,98
222,2,2,8345,207,767
222,2,1,8347,34,105
222,2,2,8347,92,302
222,2,1,8410,12,30
222,2,2,8410,45,150
222,2,1,8352,1,7
222,2,2,8352,31,84
222,2,1,5008,370,1034
222,2,1,5005,2457,8329
222,2,1,5007,179,456
222,2,1,5008f,2781,9178
222,2,1,5002f,167,487
222,2,1,5003f,54,154
222,2,1,5001,503,1402
222,2,1,5002,2329,7894
222,2,1,5003,174,523
145,4,1,8005,566,1119
145,4,1,8008,1172,2499
145,4,1,8021,156,308
145,4,1,8010,49,126
145,4,1,9101,109,193
145,4,2,9101,4,12
145,4,1,9111,1021,2154
145,4,2,9111,348,750
145,4,1,8009,813,1705
145,4,2,8009,887,2106
145,4,1,9104,1105,2292
145,4,2,9104,567,1252
145,4,1,9105,64,148
145,4,2,9105,13,39
145,4,1,9103,774,1612
145,4,2,9103,670,1611
145,4,1,8014,1224,2518
145,4,2,8014,461,1026
145,4,1,8017,429,922
145,4,2,8017,107,238
145,4,1,8299,290,612
145,4,2,8299,39,78
145,4,1,8112,55,123
145,4,1,8124,1,1
145,4,1,8128,256,544
145,4,1,9923,3323,7709
145,4,1,8126,112,278
145,4,2,8126,32,71
145,4,1,8139,3242,7488
145,4,2,8139,558,1138
145,4,1,8143,285,611
145,4,2,8143,72,194
145,4,1,8136,75,195
145,4,2,8136,7,24
145,4,1,8120,52,101
145,4,2,8120,7,14
145,4,1,8138,3507,8081
145,4,2,8138,193,413
145,4,1,8135,2986,6913
145,4,2,8135,402,845
145,4,1,8134,55,140
145,4,2,8134,5,18
145,4,1,8105,145,303
145,4,2,8105,38,100
145,4,1,8106,450,1021
145,4,2,8106,270,531
145,4,1,8214,20,52
145,4,1,8229,115,265
145,4,1,8230,46,97
145,4,1,8224,0,8
145,4,2,8224,32,63
145,4,1,8226,174,394
145,4,2,8226,527,1154
145,4,1,8275,7,12
145,4,2,8275,97,212
145,4,1,8210,145,329
145,4,2,8210,434,936
145,4,1,8234,9,20
145,4,2,8234,135,260
145,4,1,8233,27,65
145,4,2,8233,590,1221
145,4,1,8237,69,173
145,4,2,8237,142,327
145,4,1,8232,1,5
145,4,2,8232,18,37
145,4,1,8236,111,236
145,4,2,8236,955,2002
145,4,1,8437,40,99
145,4,1,8439,0,0
145,4,1,8465,0,0
145,4,1,8446,28,73
145,4,2,8446,66,138
145,4,1,8463,3,9
145,4,2,8463,3,7
145,4,1,8401,9,17
145,4,2,8401,14,25
145,4,1,8429,9,29
145,4,2,8429,73,130
145,4,1,8444,13,21
145,4,2,8444,44,101
145,4,1,8473,18,49
145,4,2,8473,215,495
145,4,1,8451,33,72
145,4,2,8451,186,397
145,4,1,8453,1,12
145,4,2,8453,42,115
145,4,1,8242,6,15
145,4,2,8242,55,120
145,4,1,8351,0,0
145,4,1,8360,0,3
145,4,1,8369,730,1515
145,4,1,8306,2,3
145,4,2,8306,1,3
145,4,1,8304,694,1448
145,4,2,8304,2043,4541
145,4,1,8313,35,67
145,4,2,8313,31,70
145,4,1,8321,118,261
145,4,2,8321,164,348
145,4,1,8316,15,25
145,4,2,8316,9,16
145,4,1,8345,598,1232
145,4,2,8345,2084,4726
145,4,1,8347,685,1428
145,4,2,8347,359,871
145,4,1,8410,3,9
145,4,2,8410,14,32
145,4,1,8352,42,81
145,4,2,8352,47,113
145,4,1,5008,554,1279
145,4,1,5005,5871,12931
145,4,1,5007,111,250
145,4,1,5008f,6347,14043
145,4,1,5002f,130,303
145,4,1,5003f,48,114
145,4,1,5001,576,1187
145,4,1,5002,4909,10981
145,4,1,5003,1047,2292
145,1,1,8005,221,553
145,1,1,8008,352,834
145,1,1,8021,215,502
145,1,1,8010,24,86
145,1,1,9101,13,42
145,1,2,9101,4,7
145,1,1,9111,683,1654
145,1,2,9111,429,1023
145,1,1,8009,116,279
145,1,2,8009,298,742
145,1,1,9104,630,1517
145,1,2,9104,513,1181
145,1,1,9105,21,71
145,1,2,9105,4,12
145,1,1,9103,161,387
145,1,2,9103,279,734
145,1,1,8014,624,1515
145,1,2,8014,359,831
145,1,1,8017,110,248
145,1,2,8017,50,108
145,1,1,8299,78,212
145,1,2,8299,13,38
145,1,1,8112,66,142
145,1,1,8124,1,3
145,1,1,8128,216,560
145,1,1,9923,1341,3422
145,1,1,8126,85,231
145,1,2,8126,4,27
145,1,1,8139,1054,2751
145,1,2,8139,168,401
145,1,1,8143,487,1145
145,1,2,8143,106,254
145,1,1,8136,82,186
145,1,2,8136,4,15
145,1,1,8120,14,51
145,1,2,8120,1,4
145,1,1,8138,1529,3890
145,1,2,8138,175,406
145,1,1,8135,1163,3020
145,1,2,8135,254,633
145,1,1,8134,26,70
145,1,2,8134,0,7
145,1,1,8105,218,507
145,1,2,8105,73,148
145,1,1,8106,217,530
145,1,2,8106,43,139
145,1,1,8214,0,3
145,1,1,8229,22,55
145,1,1,8230,5,12
145,1,1,8224,1,3
145,1,2,8224,9,26
145,1,1,8226,21,55
145,1,2,8226,38,103
145,1,1,8275,5,12
145,1,2,8275,81,192
145,1,1,8210,19,49
145,1,2,8210,118,333
145,1,1,8234,1,4
145,1,2,8234,75,189
145,1,1,8233,7,17
145,1,2,8233,105,276
145,1,1,8237,13,33
145,1,2,8237,36,98
145,1,1,8232,1,4
145,1,2,8232,82,190
145,1,1,8236,13,33
145,1,2,8236,186,481
145,1,1,8437,3,8
145,1,1,8439,0,0
145,1,1,8465,0,0
145,1,1,8446,2,5
145,1,2,8446,8,13
145,1,1,8463,0,1
145,1,2,8463,1,3
145,1,1,8401,1,2
145,1,2,8401,0,0
145,1,1,8429,1,1
145,1,2,8429,18,40
145,1,1,8444,1,4
145,1,2,8444,9,17
145,1,1,8473,1,3
145,1,2,8473,16,46
145,1,1,8451,2,5
145,1,2,8451,21,50
145,1,1,8453,0,1
145,1,2,8453,6,14
145,1,1,8242,1,2
145,1,2,8242,13,35
145,1,1,8351,0,0
145,1,1,8360,1,1
145,1,1,8369,43,126
145,1,1,8306,0,0
145,1,2,8306,1,4
145,1,1,8304,43,121
145,1,2,8304,622,1658
145,1,1,8313,1,6
145,1,2,8313,14,39
145,1,1,8321,38,104
145,1,2,8321,173,418
145,1,1,8316,0,1
145,1,2,8316,2,7
145,1,1,8345,6,22
145,1,2,8345,273,781
145,1,1,8347,42,123
145,1,2,8347,319,839
145,1,1,8410,2,3
145,1,2,8410,9,26
145,1,1,8352,0,1
145,1,2,8352,11,26
145,1,1,5008,131,341
145,1,1,5005,2337,5857
145,1,1,5007,41,109
145,1,1,5008f,2437,6123
145,1,1,5002f,57,145
145,1,1,5003f,17,39
145,1,1,5001,223,514
145,1,1,5002,2119,5377
145,1,1,5003,172,416
145,5,1,8005,1261,2632
145,5,1,8008,2536,5317
145,5,1,8021,566,1163
145,5,1,8010,212,483
145,5,1,9101,124,285
145,5,2,9101,40,79
145,5,1,9111,2758,5699
145,5,2,9111,2581,5468
145,5,1,8009,1694,3611
145,5,2,8009,6074,13148
145,5,1,9104,2930,6129
145,5,2,9104,3854,8166
145,5,1,9105,171,358
145,5,2,9105,155,345
145,5,1,9103,1473,3108
145,5,2,9103,3917,8317
145,5,1,8014,3349,6977
145,5,2,8014,4331,9234
145,5,1,8017,696,1452
145,5,2,8017,421,920
145,5,1,8299,531,1166
145,5,2,8299,179,397
145,5,1,8112,805,1637
145,5,1,8124,6,19
145,5,1,8128,4781,10065
145,5,1,9923,40587,85626
145,5,1,8126,819,1840
145,5,2,8126,168,351
145,5,1,8139,42698,89513
145,5,2,8139,2216,4532
145,5,1,8143,2727,5994
145,5,2,8143,351,758
145,5,1,8136,1453,3229
145,5,2,8136,172,349
145,5,1,8120,579,1238
145,5,2,8120,30,78
145,5,1,8138,44211,92880
145,5,2,8138,1062,2255
145,5,1,8135,38441,80252
145,5,2,8135,2426,4952
145,5,1,8134,1216,2678
145,5,2,8134,59,132
145,5,1,8105,1159,2531
145,5,2,8105,225,515
145,5,1,8106,5384,11886
145,5,2,8106,571,1230
145,5,1,8214,211,449
145,5,1,8229,1211,2621
145,5,1,8230,1743,3757
145,5,1,8224,101,251
145,5,2,8224,499,1061
145,5,1,8226,3001,6439
145,5,2,8226,6639,13717
145,5,1,8275,63,137
145,5,2,8275,370,779
145,5,1,8210,2717,5882
145,5,2,8210,6092,12382
145,5,1,8234,95,207
145,5,2,8234,427,949
145,5,1,8233,354,738
145,5,2,8233,3293,6776
145,5,1,8237,697,1492
145,5,2,8237,1627,3382
145,5,1,8232,40,89
145,5,2,8232,63,148
145,5,1,8236,2429,5246
145,5,2,8236,8522,17644
145,5,1,8437,39,82
145,5,1,8439,0,0
145,5,1,8465,1,1
145,5,1,8446,35,71
145,5,2,8446,140,297
145,5,1,8463,2,5
145,5,2,8463,6,15
145,5,1,8401,3,7
145,5,2,8401,29,72
145,5,1,8429,18,42
145,5,2,8429,146,295
145,5,1,8444,10,17
145,5,2,8444,167,359
145,5,1,8473,12,24
145,5,2,8473,669,1411
145,5,1,8451,33,70
145,5,2,8451,556,1169
145,5,1,8453,3,6
145,5,2,8453,144,293
145,5,1,8242,4,7
145,5,2,8242,192,413
145,5,1,8351,0,0
145,5,1,8360,4,17
145,5,1,8369,6155,12587
145,5,1,8306,3,8
145,5,2,8306,5,17
145,5,1,8304,5910,12061
145,5,2,8304,27590,57962
145,5,1,8313,249,535
145,5,2,8313,361,871
145,5,1,8321,2711,5684
145,5,2,8321,3335,7110
145,5,1,8316,173,366
145,5,2,8316,171,352
145,5,1,8345,3277,6554
145,5,2,8345,25712,54244
145,5,1,8347,5575,11424
145,5,2,8347,4149,8753
145,5,1,8410,75,151
145,5,2,8410,84,212
145,5,1,8352,517,1029
145,5,2,8352,450,1003
145,5,1,5008,6655,14100
145,5,1,5005,52267,109805
145,5,1,5007,1181,2551
145,5,1,5008f,58838,123610
145,5,1,5002f,754,1615
145,5,1,5003f,512,1231
145,5,1,5001,3249,6854
145,5,1,5002,26251,55616
145,5,1,5003,30649,63986
145,3,1,8005,37376,76748
145,3,1,8008,272799,535951
145,3,1,8021,8948,18337
145,3,1,8010,5141,11128
145,3,1,9101,3596,7461
145,3,2,9101,1310,2609
145,3,1,9111,170864,337676
145,3,2,9111,134522,265330
145,3,1,8009,149702,297027
145,3,2,8009,564882,1129764
145,3,1,9104,122305,244610
145,3,2,9104,140679,279679
145,3,1,9105,5310,11494
145,3,2,9105,5272,10760
145,3,1,9103,196505,386060
145,3,2,9103,553769,1100932
145,3,1,8014,231866,459140
145,3,2,8014,100494,202608
145,3,1,8017,74933,148677
145,3,2,8017,26986,53971
145,3,1,8299,17208,34347
145,3,2,8299,6316,12917
145,3,1,8112,3656,7983
145,3,1,8124,63,143
145,3,1,8128,7719,16601
145,3,1,9923,1829557,3644535
145,3,1,8126,20463,42018
145,3,2,8126,4276,8965
145,3,1,8139,1775969,3537787
145,3,2,8139,70728,139779
145,3,1,8143,43208,89457
145,3,2,8143,11167,22790
145,3,1,8136,16764,34926
145,3,2,8136,1273,2593
145,3,1,8120,4824,9967
145,3,2,8120,367,830
145,3,1,8138,1819433,3624369
145,3,2,8138,23315,45895
145,3,1,8135,1682089,3337478
145,3,2,8135,64627,125979
145,3,1,8134,10463,22310
145,3,2,8134,1594,3428
145,3,1,8105,24131,49448
145,3,2,8105,4273,8884
145,3,1,8106,125333,260026
145,3,2,8106,16977,34933
145,3,1,8214,378,953
145,3,1,8229,2027,4692
145,3,1,8230,899,2052
145,3,1,8224,90,226
145,3,2,8224,2340,4765
145,3,1,8226,3018,6985
145,3,2,8226,18692,39023
145,3,1,8275,195,486
145,3,2,8275,7373,14716
145,3,1,8210,2525,5859
145,3,2,8210,16464,34588
145,3,1,8234,194,454
145,3,2,8234,8878,18230
145,3,1,8233,587,1384
145,3,2,8233,23635,48137
145,3,1,8237,1409,3370
145,3,2,8237,5516,12017
145,3,1,8232,102,231
145,3,2,8232,719,1576
145,3,1,8236,1794,4096
145,3,2,8236,48603,98586
145,3,1,8437,510,1229
145,3,1,8439,0,0
145,3,1,8465,64,168
145,3,1,8446,200,483
145,3,2,8446,828,1717
145,3,1,8463,217,573
145,3,2,8463,144,343
145,3,1,8401,157,341
145,3,2,8401,492,1099
145,3,1,8429,155,348
145,3,2,8429,3790,7580
145,3,1,8444,153,355
145,3,2,8444,3198,6540
145,3,1,8473,266,694
145,3,2,8473,6763,14003
145,3,1,8451,313,728
145,3,2,8451,7270,14570
145,3,1,8453,90,226
145,3,2,8453,2998,6351
145,3,1,8242,171,443
145,3,2,8242,3179,6475
145,3,1,8351,0,0
145,3,1,8360,24,60
145,3,1,8369,2645,5713
145,3,1,8306,64,174
145,3,2,8306,95,264
145,3,1,8304,2299,4934
145,3,2,8304,1152431,2282041
145,3,1,8313,307,665
145,3,2,8313,3170,6787
145,3,1,8321,866,1826
145,3,2,8321,16742,33755
145,3,1,8316,61,147
145,3,2,8316,297,657
145,3,1,8345,1744,3800
145,3,2,8345,1184582,2355033
145,3,1,8347,2348,5105
145,3,2,8347,79444,164822
145,3,1,8410,155,295
145,3,2,8410,4464,9579
145,3,1,8352,170,373
145,3,2,8352,7842,16686
145,3,1,5008,35800,75368
145,3,1,5005,2131597,4237768
145,3,1,5007,5934,13157
145,3,1,5008f,2146051,4275001
145,3,1,5002f,17216,35792
145,3,1,5003f,7471,15500
145,3,1,5001,49651,101329
145,3,1,5002,2048552,4080781
145,3,1,5003,71515,144183
145,2,1,8005,107,351
145,2,1,8008,287,1115
145,2,1,8021,39,91
145,2,1,8010,58,143
145,2,1,9101,12,50
145,2,2,9101,4,14
145,2,1,9111,339,1084
145,2,2,9111,429,1130
145,2,1,8009,140,566
145,2,2,8009,939,2926
145,2,1,9104,313,944
145,2,2,9104,399,1126
145,2,1,9105,48,104
145,2,2,9105,18,53
145,2,1,9103,130,652
145,2,2,9103,596,2063
145,2,1,8014,341,1215
145,2,2,8014,753,1911
145,2,1,8017,88,313
145,2,2,8017,120,287
145,2,1,8299,61,172
145,2,2,8299,28,74
145,2,1,8112,30,102
145,2,1,8124,2,8
145,2,1,8128,1353,2766
145,2,1,9923,2465,8244
145,2,1,8126,224,554
145,2,2,8126,50,159
145,2,1,8139,3139,9484
145,2,2,8139,377,960
145,2,1,8143,484,1082
145,2,2,8143,49,143
145,2,1,8136,126,339
145,2,2,8136,137,272
145,2,1,8120,213,393
145,2,2,8120,60,113
145,2,1,8138,3511,10388
145,2,2,8138,296,690
145,2,1,8135,3005,8997
145,2,2,8135,578,1360
145,2,1,8134,131,293
145,2,2,8134,73,147
145,2,1,8105,235,537
145,2,2,8105,98,190
145,2,1,8106,478,1293
145,2,2,8106,74,234
145,2,1,8214,59,135
145,2,1,8229,1102,2386
145,2,1,8230,25,62
145,2,1,8224,66,131
145,2,2,8224,9,30
145,2,1,8226,1061,2322
145,2,2,8226,822,1765
145,2,1,8275,60,130
145,2,2,8275,30,82
145,2,1,8210,934,2012
145,2,2,8210,1220,2494
145,2,1,8234,39,80
145,2,2,8234,32,95
145,2,1,8233,213,491
145,2,2,8233,375,841
145,2,1,8237,685,1525
145,2,2,8237,384,814
145,2,1,8232,5,16
145,2,2,8232,4,18
145,2,1,8236,497,1042
145,2,2,8236,1174,2503
145,2,1,8437,4,25
145,2,1,8439,0,0
145,2,1,8465,15,25
145,2,1,8446,16,32
145,2,2,8446,7,23
145,2,1,8463,3,15
145,2,2,8463,1,7
145,2,1,8401,0,3
145,2,2,8401,2,6
145,2,1,8429,8,20
145,2,2,8429,13,31
145,2,1,8444,5,14
145,2,2,8444,9,29
145,2,1,8473,6,16
145,2,2,8473,45,124
145,2,1,8451,14,39
145,2,2,8451,26,75
145,2,1,8453,2,2
145,2,2,8453,14,36
145,2,1,8242,3,9
145,2,2,8242,25,67
145,2,1,8351,0,0
145,2,1,8360,1,6
145,2,1,8369,1291,2765
145,2,1,8306,2,3
145,2,2,8306,2,4
145,2,1,8304,1245,2655
145,2,2,8304,1762,5630
145,2,1,8313,47,113
145,2,2,8313,62,160
145,2,1,8321,552,1198
145,2,2,8321,426,921
145,2,1,8316,13,27
145,2,2,8316,2,11
145,2,1,8345,728,1546
145,2,2,8345,1624,5450
145,2,1,8347,1233,2641
145,2,2,8347,459,1171
145,2,1,8410,22,51
145,2,2,8410,18,70
145,2,1,8352,37,79
145,2,2,8352,58,139
145,2,1,5008,2445,5247
145,2,1,5005,3434,10935
145,2,1,5007,958,2042
145,2,1,5008f,6476,17408
145,2,1,5002f,260,596
145,2,1,5003f,96,220
145,2,1,5001,962,2157
145,2,1,5002,5460,15001
145,2,1,5003,411,1066
429,4,1,8005,374,799
429,4,1,8008,50345,106663
429,4,1,8021,93,182
429,4,1,8010,147,368
429,4,1,9101,1423,2947
429,4,2,9101,398,884
429,4,1,9111,47202,100004
429,4,2,9111,1338,2884
429,4,1,8009,2369,5061
429,4,2,8009,197,492
429,4,1,9104,48903,103609
429,4,2,9104,2087,4587
429,4,1,9105,517,1062
429,4,2,9105,38,98
429,4,1,9103,1567,3341
429,4,2,9103,179,369
429,4,1,8014,39634,85234
429,4,2,8014,927,2078
429,4,1,8017,3380,7146
429,4,2,8017,181,440
429,4,1,8299,7910,15632
429,4,2,8299,116,264
429,4,1,8112,47,119
429,4,1,8124,1,6
429,4,1,8128,29,81
429,4,1,9923,2798,6232
429,4,1,8126,138,326
429,4,2,8126,279,574
429,4,1,8139,2107,4661
429,4,2,8139,39972,85594
429,4,1,8143,633,1451
429,4,2,8143,3101,6303
429,4,1,8136,135,299
429,4,2,8136,52,120
429,4,1,8120,148,342
429,4,2,8120,171,305
429,4,1,8138,2591,5797
429,4,2,8138,1672,3497
429,4,1,8135,2403,5270
429,4,2,8135,41674,88858
429,4,1,8134,92,219
429,4,2,8134,112,271
429,4,1,8105,247,596
429,4,2,8105,426,971
429,4,1,8106,137,353
429,4,2,8106,172,417
429,4,1,8214,8,22
429,4,1,8229,15,45
429,4,1,8230,12,26
429,4,1,8224,0,2
429,4,2,8224,62,134
429,4,1,8226,24,61
429,4,2,8226,68,164
429,4,1,8275,11,30
429,4,2,8275,249,505
429,4,1,8210,17,55
429,4,2,8210,43,96
429,4,1,8234,5,14
429,4,2,8234,231,458
429,4,1,8233,13,24
429,4,2,8233,211,464
429,4,1,8237,17,52
429,4,2,8237,131,294
429,4,1,8232,3,6
429,4,2,8232,11,32
429,4,1,8236,15,35
429,4,2,8236,256,565
429,4,1,8437,94,207
429,4,1,8439,4,16
429,4,1,8465,0,2
429,4,1,8446,78,180
429,4,2,8446,848,1662
429,4,1,8463,14,25
429,4,2,8463,18,47
429,4,1,8401,6,20
429,4,2,8401,33,63
429,4,1,8429,25,56
429,4,2,8429,1069,2250
429,4,1,8444,13,36
429,4,2,8444,367,768
429,4,1,8473,60,133
429,4,2,8473,4350,8877
429,4,1,8451,76,173
429,4,2,8451,3246,6706
429,4,1,8453,4,18
429,4,2,8453,807,1677
429,4,1,8242,18,34
429,4,2,8242,1276,2532
429,4,1,8351,1,5
429,4,1,8360,0,2
429,4,1,8369,16,39
429,4,1,8306,2,2
429,4,2,8306,1,2
429,4,1,8304,12,33
429,4,2,8304,213,514
429,4,1,8313,3,11
429,4,2,8313,21,50
429,4,1,8321,3,15
429,4,2,8321,210,426
429,4,1,8316,2,5
429,4,2,8316,6,14
429,4,1,8345,12,26
429,4,2,8345,508,1036
429,4,1,8347,17,41
429,4,2,8347,433,881
429,4,1,8410,0,2
429,4,2,8410,137,259
429,4,1,8352,0,3
429,4,2,8352,65,146
429,4,1,5008,770,1578
429,4,1,5005,53155,113095
429,4,1,5007,64,141
429,4,1,5008f,53259,113317
429,4,1,5002f,508,1110
429,4,1,5003f,163,387
429,4,1,5001,1283,2724
429,4,1,5002,43400,92537
429,4,1,5003,9327,19553
429,1,1,8005,18,63
429,1,1,8008,317,972
429,1,1,8021,10,43
429,1,1,8010,7,33
429,1,1,9101,10,44
429,1,2,9101,1,11
429,1,1,9111,306,970
429,1,2,9111,20,83
429,1,1,8009,36,97
429,1,2,8009,2,7
429,1,1,9104,315,990
429,1,2,9104,37,121
429,1,1,9105,18,57
429,1,2,9105,0,2
429,1,1,9103,19,64
429,1,2,9103,5,11
429,1,1,8014,268,881
429,1,2,8014,23,87
429,1,1,8017,22,61
429,1,2,8017,7,14
429,1,1,8299,62,169
429,1,2,8299,3,6
429,1,1,8112,3,8
429,1,1,8124,0,1
429,1,1,8128,3,15
429,1,1,9923,44,160
429,1,1,8126,0,7
429,1,2,8126,6,15
429,1,1,8139,23,75
429,1,2,8139,181,562
429,1,1,8143,27,102
429,1,2,8143,73,229
429,1,1,8136,2,6
429,1,2,8136,1,5
429,1,1,8120,1,2
429,1,2,8120,1,1
429,1,1,8138,47,176
429,1,2,8138,47,145
429,1,1,8135,39,127
429,1,2,8135,242,747
429,1,1,8134,0,4
429,1,2,8134,1,3
429,1,1,8105,8,37
429,1,2,8105,13,54
429,1,1,8106,3,16
429,1,2,8106,5,21
429,1,1,8214,0,0
429,1,1,8229,1,2
429,1,1,8230,2,4
429,1,1,8224,0,0
429,1,2,8224,2,5
429,1,1,8226,0,2
429,1,2,8226,2,4
429,1,1,8275,3,4
429,1,2,8275,2,19
429,1,1,8210,0,2
429,1,2,8210,4,13
429,1,1,8234,2,3
429,1,2,8234,4,18
429,1,1,8233,1,1
429,1,2,8233,2,12
429,1,1,8237,2,2
429,1,2,8237,4,10
429,1,1,8232,1,3
429,1,2,8232,3,10
429,1,1,8236,0,1
429,1,2,8236,5,33
429,1,1,8437,0,2
429,1,1,8439,1,2
429,1,1,8465,0,0
429,1,1,8446,0,1
429,1,2,8446,0,3
429,1,1,8463,1,3
429,1,2,8463,0,0
429,1,1,8401,0,0
429,1,2,8401,0,1
429,1,1,8429,0,2
429,1,2,8429,10,31
429,1,1,8444,1,2
429,1,2,8444,2,9
429,1,1,8473,0,0
429,1,2,8473,10,34
429,1,1,8451,1,3
429,1,2,8451,16,50
429,1,1,8453,0,1
429,1,2,8453,3,15
429,1,1,8242,0,0
429,1,2,8242,3,11
429,1,1,8351,0,1
429,1,1,8360,0,0
429,1,1,8369,0,5
429,1,1,8306,0,0
429,1,2,8306,0,1
429,1,1,8304,0,4
429,1,2,8304,20,63
429,1,1,8313,0,2
429,1,2,8313,1,4
429,1,1,8321,0,4
429,1,2,8321,13,35
429,1,1,8316,0,0
429,1,2,8316,0,1
429,1,1,8345,0,2
429,1,2,8345,10,30
429,1,1,8347,0,6
429,1,2,8347,13,47
429,1,1,8410,0,0
429,1,2,8410,14,35
429,1,1,8352,0,0
429,1,2,8352,1,4
429,1,1,5008,14,66
429,1,1,5005,390,1234
429,1,1,5007,2,11
429,1,1,5008f,392,1266
429,1,1,5002f,10,40
429,1,1,5003f,3,5
429,1,1,5001,14,62
429,1,1,5002,365,1145
429,1,1,5003,27,104
429,5,1,8005,431,883
429,5,1,8008,8562,17192
429,5,1,8021,54,106
429,5,1,8010,55,116
429,5,1,9101,358,674
429,5,2,9101,90,228
429,5,1,9111,8070,16173
429,5,2,9111,1253,2442
429,5,1,8009,674,1450
429,5,2,8009,274,632
429,5,1,9104,8358,16750
429,5,2,9104,1473,2951
429,5,1,9105,117,242
429,5,2,9105,6,30
429,5,1,9103,637,1305
429,5,2,9103,191,375
429,5,1,8014,6982,14105
429,5,2,8014,842,1721
429,5,1,8017,404,802
429,5,2,8017,52,100
429,5,1,8299,1719,3390
429,5,2,8299,105,213
429,5,1,8112,38,94
429,5,1,8124,1,1
429,5,1,8128,40,93
429,5,1,9923,2311,4679
429,5,1,8126,173,358
429,5,2,8126,278,514
429,5,1,8139,1435,2905
429,5,2,8139,5610,11311
429,5,1,8143,783,1604
429,5,2,8143,1259,2524
429,5,1,8136,36,83
429,5,2,8136,11,25
429,5,1,8120,95,196
429,5,2,8120,62,102
429,5,1,8138,2257,4588
429,5,2,8138,701,1433
429,5,1,8135,1892,3724
429,5,2,8135,6367,12683
429,5,1,8134,141,316
429,5,2,8134,83,171
429,5,1,8105,149,374
429,5,2,8105,251,540
429,5,1,8106,208,453
429,5,2,8106,112,273
429,5,1,8214,2,9
429,5,1,8229,7,18
429,5,1,8230,0,6
429,5,1,8224,1,4
429,5,2,8224,66,128
429,5,1,8226,6,23
429,5,2,8226,38,81
429,5,1,8275,2,6
429,5,2,8275,48,108
429,5,1,8210,7,23
429,5,2,8210,37,91
429,5,1,8234,0,6
429,5,2,8234,70,144
429,5,1,8233,2,4
429,5,2,8233,114,261
429,5,1,8237,7,21
429,5,2,8237,88,184
429,5,1,8232,0,3
429,5,2,8232,6,23
429,5,1,8236,2,9
429,5,2,8236,161,338
429,5,1,8437,9,18
429,5,1,8439,0,3
429,5,1,8465,0,0
429,5,1,8446,6,15
429,5,2,8446,117,243
429,5,1,8463,1,4
429,5,2,8463,1,7
429,5,1,8401,2,2
429,5,2,8401,6,14
429,5,1,8429,3,4
429,5,2,8429,319,614
429,5,1,8444,3,10
429,5,2,8444,154,362
429,5,1,8473,3,7
429,5,2,8473,877,1707
429,5,1,8451,6,14
429,5,2,8451,867,1657
429,5,1,8453,3,4
429,5,2,8453,134,303
429,5,1,8242,0,3
429,5,2,8242,281,575
429,5,1,8351,0,5
429,5,1,8360,0,5
429,5,1,8369,3,10
429,5,1,8306,0,1
429,5,2,8306,0,2
429,5,1,8304,3,10
429,5,2,8304,83,202
429,5,1,8313,0,9
429,5,2,8313,15,30
429,5,1,8321,1,6
429,5,2,8321,79,179
429,5,1,8316,0,4
429,5,2,8316,5,12
429,5,1,8345,2,10
429,5,2,8345,192,404
429,5,1,8347,3,14
429,5,2,8347,150,286
429,5,1,8410,0,4
429,5,2,8410,92,215
429,5,1,8352,0,2
429,5,2,8352,18,38
429,5,1,5008,444,994
429,5,1,5005,11048,22185
429,5,1,5007,29,59
429,5,1,5008f,11158,22495
429,5,1,5002f,162,349
429,5,1,5003f,198,394
429,5,1,5001,538,1117
429,5,1,5002,6441,12985
429,5,1,5003,4541,9136
429,3,1,8005,4104,9121
429,3,1,8008,347913,724819
429,3,1,8021,1145,2688
429,3,1,8010,1111,2626
429,3,1,9101,6354,13434
429,3,2,9101,1026,2072
429,3,1,9111,325474,676661
429,3,2,9111,8730,18896
429,3,1,8009,22171,49159
429,3,2,8009,1891,4338
429,3,1,9104,326945,681136
429,3,2,9104,10875,23539
429,3,1,9105,3186,7095
429,3,2,9105,268,587
429,3,1,9103,23777,51023
429,3,2,9103,1830,3961
429,3,1,8014,261591,549560
429,3,2,8014,6385,14284
429,3,1,8017,18904,40829
429,3,2,8017,939,2041
429,3,1,8299,73242,148865
429,3,2,8299,497,1040
429,3,1,8112,398,970
429,3,1,8124,10,36
429,3,1,8128,394,969
429,3,1,9923,17018,37239
429,3,1,8126,1392,3156
429,3,2,8126,3043,6366
429,3,1,8139,11488,25248
429,3,2,8139,265897,557436
429,3,1,8143,4940,10810
429,3,2,8143,42483,87056
429,3,1,8136,727,1695
429,3,2,8136,1363,2907
429,3,1,8120,467,997
429,3,2,8120,291,642
429,3,1,8138,16618,36522
429,3,2,8138,33023,68513
429,3,1,8135,12951,27792
429,3,2,8135,292432,606706
429,3,1,8134,616,1440
429,3,2,8134,1979,4284
429,3,1,8105,1779,4100
429,3,2,8105,3411,7895
429,3,1,8106,2470,5882
429,3,2,8106,6003,13193
429,3,1,8214,46,112
429,3,1,8229,121,333
429,3,1,8230,31,87
429,3,1,8224,9,20
429,3,2,8224,456,1039
429,3,1,8226,159,437
429,3,2,8226,760,1841
429,3,1,8275,30,75
429,3,2,8275,1121,2542
429,3,1,8210,141,368
429,3,2,8210,543,1377
429,3,1,8234,27,68
429,3,2,8234,1447,3160
429,3,1,8233,30,96
